_id,scode,housenumber,pavilion,street_d_name,street_s_name,district_name,post_index,change_doc_date,change_doc_state,x,y
1,1003,1,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02516643,49.84502831
2,1003,10,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02282944,49.85539702
3,1003,101,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01574690,49.86533381
4,1003,101а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,2015-07-01T00:00:00,347,24.01589257,49.86533129
5,1003,103,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01562991,49.86607031
6,1003,105,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01489038,49.86702634
7,1003,107,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01560183,49.86786784
8,1003,11,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02530304,49.84686318
9,1003,12,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02232714,49.85636891
10,1003,13,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02531082,49.84692642
11,1003,14,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,2015-01-28T00:00:00,45,24.02020298,49.86110640
12,1003,15,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02532606,49.84704274
13,1003,16а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02601131,49.85544443
14,1003,16з,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02596202,49.85568731
15,1003,17,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02534529,49.84719294
16,1003,19,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02536294,49.84733158
17,1003,2,"","Чорновола В.,просп.",В.Чорновола,Галицький район,,,,24.02601538,49.84756087
18,1003,21,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02537670,49.84743891
19,1003,23,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02539191,49.84756031
20,1003,25,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02541501,49.84773424
21,1003,27,"","Чорновола В.,просп.",В.Чорновола,Галицький район,,,,24.02552375,49.84795772
22,1003,31,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02554110,49.84863310
23,1003,39,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02527491,49.84908371
24,1003,41,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02308623,49.85333062
25,1003,43,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02280973,49.85378414
26,1003,43а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02214651,49.85394421
27,1003,45,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02207332,49.85499519
28,1003,45а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02325320,49.85296699
29,1003,45г,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,2016-08-17T00:00:00,488,24.02226618,49.85140040
30,1003,47,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02077217,49.85557175
31,1003,49,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01995995,49.85566610
32,1003,49б,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,2016-05-25T00:00:00,256,24.02203576,49.85375459
33,1003,53,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02006541,49.85589389
34,1003,55,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01942125,49.85549966
35,1003,57,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02118390,49.85599456
36,1003,57а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.02116228,49.85620721
37,1003,59,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.02032201,49.85738007
38,1003,6,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02525686,49.85003614
39,1003,61,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01963563,49.85780645
40,1003,63,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01977497,49.85844463
41,1003,63а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01945429,49.85824262
42,1003,65,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01951012,49.85902845
43,1003,65а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,2016-05-25T00:00:00,256,24.01852613,49.85899040
44,1003,67,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01919980,49.85961571
45,1003,67а,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79019,,,24.01909046,49.85993108
46,1003,67б,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01687313,49.86126137
47,1003,67в,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01720076,49.86071938
48,1003,67г,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01768850,49.86155389
49,1003,69,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01900407,49.86012117
50,1003,7,"","Чорновола В.,просп.",В.Чорновола,Галицький район,,,,24.02515020,49.84585455
51,1003,73,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01701744,49.86003421
52,1003,75,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01784937,49.86067230
53,1003,77,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,,,,24.01742867,49.86240691
54,1003,7а,"","Чорновола В.,просп.",В.Чорновола,Галицький район,,2014-12-31T00:00:00,531,24.02494464,49.84542605
55,1003,9,"","Чорновола В.,просп.",В.Чорновола,Галицький район,79019,,,24.02536713,49.84664931
56,1003,93,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01677618,49.86337047
57,1003,95,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01693314,49.86336894
58,1003,99,"","Чорновола В.,просп.",В.Чорновола,Шевченківський район,79020,,,24.01651277,49.86433895
59,1004,2,"",700-річчя Львова пл.,700-річчя Львова,Галицький район,,,,24.02515828,49.85055939
60,1005,1,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04145971,49.88196336
61,1005,10,"",Абхазька,Абхазька,Шевченківський район,,,,24.04233377,49.88189611
62,1005,10а,"",Абхазька,Абхазька,Шевченківський район,,,,24.04251208,49.88189941
63,1005,12,"",Абхазька,Абхазька,Шевченківський район,,,,24.04308098,49.88177888
64,1005,1а,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04117667,49.88202374
65,1005,2,"",Абхазька,Абхазька,Шевченківський район,,,,24.04148360,49.88179541
66,1005,3,"",Абхазька,Абхазька,Шевченківський район,,,,24.04161186,49.88195922
67,1005,4,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04186232,49.88188511
68,1005,5,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04172288,49.88195588
69,1005,6,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04204621,49.88184524
70,1005,7,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04264546,49.88201643
71,1005,8,"",Абхазька,Абхазька,Шевченківський район,,,,24.04216485,49.88187411
72,1005,9,"",Абхазька,Абхазька,Шевченківський район,79037,,,24.04282756,49.88201884
73,1006,1,"",Авіаційна,Авіаційна,Залізничний район,,,,23.94125844,49.82431046
74,1006,12,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92852964,49.81296390
75,1006,13,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92831265,49.81268358
76,1006,14,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92889133,49.81277860
77,1006,15,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92867480,49.81257344
78,1006,16,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92923570,49.81264667
79,1006,17,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92904904,49.81243578
80,1006,18,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92926431,49.81235577
81,1006,19,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92863010,49.81188239
82,1006,2,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93516830,49.82071631
83,1006,22а,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92790797,49.81312719
84,1006,26,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92991520,49.81293248
85,1006,3,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93495773,49.82013994
86,1006,3а,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93538927,49.82049174
87,1006,3б,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93457429,49.81975703
88,1006,3в,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93435886,49.81951411
89,1006,41,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93165145,49.82046996
90,1006,42,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93194673,49.82077794
91,1006,5,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93308772,49.81826361
92,1006,6,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93291003,49.82127334
93,1006,7,"",Авіаційна,Авіаційна,Залізничний район,,,,23.92934503,49.81311897
94,1006,7а,"",Авіаційна,Авіаційна,Залізничний район,,,,23.93059398,49.81431796
95,1008,2,"",Агабек Заде,Агабек Заде,Залізничний район,79022,,,23.96060747,49.82679951
96,1008,3,"",Агабек Заде,Агабек Заде,Залізничний район,79022,,,23.96053715,49.82665939
97,1008,4,"",Агабек Заде,Агабек Заде,Залізничний район,79022,,,23.96038393,49.82681219
98,1008,5,"",Агабек Заде,Агабек Заде,Залізничний район,79022,,,23.96027539,49.82669924
99,1009,10,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.96020104,49.86621585
100,1009,10а,"",Агрусова,Агрусова,Шевченківський район,,,,23.96023769,49.86629641
101,1009,3,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.95985609,49.86597431
102,1009,4,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.95974184,49.86496653
103,1009,5,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.96001030,49.86648064
104,1009,6,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.95990872,49.86542250
105,1009,8,"",Агрусова,Агрусова,Шевченківський район,79069,,,23.95996979,49.86574415
106,1010,2,"",Азовська,Азовська,Личаківський район,79017,,,24.05250370,49.82733620
107,1010,3,"",Азовська,Азовська,Личаківський район,79017,,,24.05248799,49.82768169
108,1010,4,"",Азовська,Азовська,Личаківський район,79017,,,24.05274878,49.82744861
109,1010,5,"",Азовська,Азовська,Личаківський район,,,,24.05204980,49.82793877
110,1010,6,"",Азовська,Азовська,Личаківський район,79017,,,24.05281379,49.82758568
111,1010,7,"",Азовська,Азовська,Личаківський район,79017,,,24.05272384,49.82783859
112,1010,8,"",Азовська,Азовська,Личаківський район,79017,,,24.05298301,49.82777128
113,1011,1,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99923795,49.81446965
114,1011,10,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99821364,49.81422692
115,1011,11,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99838702,49.81314567
116,1011,11а,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99951407,49.81333490
117,1011,11б,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99959232,49.81331677
118,1011,12,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99792989,49.81354043
119,1011,1б,"",Айвазовського І.,І.Айвазовського,Франківський район,,,,23.99947043,49.81432260
120,1011,22,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99760774,49.81202443
121,1011,3,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99916074,49.81428073
122,1011,3а,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,2015-06-12T00:00:00,261,23.99987291,49.81414491
123,1011,3б,"",Айвазовського І.,І.Айвазовського,Франківський район,,,,23.99910973,49.81421390
124,1011,3в,"",Айвазовського І.,І.Айвазовського,Франківський район,,2015-06-12T00:00:00,261,23.99982710,49.81414343
125,1011,3г,"",Айвазовського І.,І.Айвазовського,Франківський район,,,,23.99969383,49.81367010
126,1011,5,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99897866,49.81405840
127,1011,5а,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99964563,49.81397910
128,1011,5б,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99895074,49.81401256
129,1011,5в,"",Айвазовського І.,І.Айвазовського,Франківський район,,,,23.99934112,49.81389655
130,1011,7,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99885617,49.81383319
131,1011,7а,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99949083,49.81375058
132,1011,7б,"",Айвазовського І.,І.Айвазовського,Франківський район,,,,23.99878498,49.81372396
133,1011,9,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99862575,49.81351059
134,1011,9а,"",Айвазовського І.,І.Айвазовського,Франківський район,79053,,,23.99937445,49.81357824
135,1012,10,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01055516,49.83400366
136,1012,11,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01064939,49.83387840
137,1012,13,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00979578,49.83335370
138,1012,17,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00911888,49.83302380
139,1012,19,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00915716,49.83272811
140,1012,21,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00861357,49.83273979
141,1012,22,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00852699,49.83286422
142,1012,23,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00840737,49.83262919
143,1012,24,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00836152,49.83276838
144,1012,25,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00828319,49.83255224
145,1012,26,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00811176,49.83269162
146,1012,27,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00809353,49.83245585
147,1012,28,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00786629,49.83249045
148,1012,29,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00790265,49.83235408
149,1012,30,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00762441,49.83236087
150,1012,31,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00777652,49.83228481
151,1012,32,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00738619,49.83230218
152,1012,32а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00725281,49.83215336
153,1012,33,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.00756977,49.83216120
154,1012,34,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00706225,49.83204536
155,1012,35,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00727424,49.83199447
156,1012,36,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00684905,49.83192999
157,1012,37,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00659061,49.83154513
158,1012,37а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00643281,49.83118825
159,1012,38,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00664697,49.83181874
160,1012,4,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01109082,49.83429847
161,1012,40,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00624078,49.83184148
162,1012,42,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00625096,49.83159112
163,1012,44,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00605641,49.83148909
164,1012,46,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00586602,49.83138293
165,1012,47,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00598201,49.83127691
166,1012,48,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00566941,49.83127184
167,1012,49,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00575392,49.83115861
168,1012,50,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00528334,49.83119099
169,1012,50а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,2016-03-10T00:00:00,92,24.00536735,49.83126868
170,1012,51,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00556565,49.83104874
171,1012,51а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00583174,49.83088619
172,1012,52,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00518682,49.83113950
173,1012,53,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00534790,49.83073590
174,1012,55,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00535329,49.83054135
175,1012,59,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00468159,49.83055948
176,1012,6,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01081545,49.83414923
177,1012,60,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00398213,49.83024303
178,1012,62,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00387514,49.83016810
179,1012,64,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00376174,49.83007412
180,1012,66,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00358079,49.83000064
181,1012,68,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00340980,49.82988600
182,1012,7,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01093941,49.83404082
183,1012,70,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00330410,49.82976013
184,1012,72,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00294648,49.82955469
185,1012,75,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00299358,49.82928090
186,1012,77,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00277142,49.82912470
187,1012,79,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79044,,,24.00245731,49.82878758
188,1012,7а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.01117699,49.83416874
189,1012,8,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01070876,49.83408735
190,1012,80,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00241021,49.82922417
191,1012,81,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00211902,49.82861635
192,1012,82,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00210328,49.82899516
193,1012,83,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00200969,49.82852030
194,1012,84,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00185625,49.82880977
195,1012,85,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00185403,49.82841252
196,1012,86,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00164444,49.82859999
197,1012,86а,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,,,,24.00122398,49.82842038
198,1012,9,"","Єфремова С., акад.",Академіка С.Єфремова,Франківський район,79013,,,24.01076052,49.83394027
199,1013,1,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,,,,24.03522495,49.83766247
200,1013,10,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03647842,49.83712448
201,1013,11,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03619718,49.83754437
202,1013,11а,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03612363,49.83745179
203,1013,15,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03641367,49.83727911
204,1013,2,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03534709,49.83748923
205,1013,3,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03570331,49.83751094
206,1013,4,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03577482,49.83735358
207,1013,5,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03595745,49.83763430
208,1013,6,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03599912,49.83728146
209,1013,7,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03602705,49.83771815
210,1013,8,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03625418,49.83719629
211,1013,9,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,79005,,,24.03626095,49.83762670
212,1013,9а,"","Богомольця О., акад.",Академіка О.Богомольця,Личаківський район,,,,24.03697236,49.83735229
213,1014,1,"","Возняка М., акад.",Академіка М.Возняка,Шевченківський район,79020,,,24.01082063,49.86626414
214,1014,10,"","Возняка М., акад.",Академіка М.Возняка,Шевченківський район,79020,,,24.01073652,49.86650921
215,1014,10а,"","Возняка М., акад.",Академіка М.Возняка,Шевченківський район,,,,24.01062828,49.86659533
216,1014,10б,"","Возняка М., акад.",Академіка М.Возняка,Шевченківський район,,,,24.01051226,49.86659165
217,1014,3,"","Возняка М., акад.",Академіка М.Возняка,Шевченківський район,79020,,,24.01050996,49.86645017
218,1015,1,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02717295,49.84122006
219,1015,11,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02485577,49.84160428
220,1015,12,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02542417,49.84161124
221,1015,12а,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02485377,49.84191545
222,1015,13,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02440319,49.84170751
223,1015,14,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02523170,49.84167460
224,1015,15,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02418030,49.84173800
225,1015,16,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02445273,49.84182015
226,1015,17,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02358026,49.84176211
227,1015,17а,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02363481,49.84158219
228,1015,18,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02416295,49.84187314
229,1015,2,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02680411,49.84141135
230,1015,20-22,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02378964,49.84191414
231,1015,22а,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02377675,49.84214287
232,1015,24,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02351949,49.84190363
233,1015,3,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02651689,49.84128203
234,1015,4,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02643330,49.84144344
235,1015,5-7,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,,,,24.02620670,49.84130590
236,1015,8,"","Гнатюка В., акад.",Академіка В.Гнатюка,Галицький район,79007,,,24.02576018,49.84154458
237,1016,1,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02202459,49.83551619
238,1016,10,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02321870,49.83385576
239,1016,11,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02259673,49.83491129
240,1016,12,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02336297,49.83394349
241,1016,13,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02270162,49.83480147
242,1016,14,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02286804,49.83372774
243,1016,15,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02280104,49.83469893
244,1016,17,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02339832,49.83441769
245,1016,2,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02171284,49.83524591
246,1016,26,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02244270,49.83337016
247,1016,28,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02227893,49.83326216
248,1016,3,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02213763,49.83539514
249,1016,30,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02214679,49.83317501
250,1016,4,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,,,,24.02244270,49.83487989
251,1016,5,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02223126,49.83529659
252,1016,6,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02268782,49.83458460
253,1016,6а,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02281692,49.83448629
254,1016,7,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02234752,49.83517413
255,1016,8,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02308259,49.83428682
256,1016,9,"","Колесси Ф., акад.",Академіка Ф.Колесси,Галицький район,79013,,,24.02246440,49.83504992
257,1017,1,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,,,,24.04353896,49.83917430
258,1017,10,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04356827,49.83889392
259,1017,12,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04376839,49.83886147
260,1017,14,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04408919,49.83880995
261,1017,2,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04265399,49.83903935
262,1017,4,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04292540,49.83899644
263,1017,6,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04315856,49.83895958
264,1017,8,"","Кравчука М., акад.",Академіка М.Кравчука,Личаківський район,79010,,,24.04336433,49.83892663
