SName;Building;BuildingPart;Gender;CntAgeCat1;CntAgeCat2;CntAgeCat3;CntAgeCat4;CntAgeCat5;CntAgeCat6;CntAgeCatNull;CntAgeAll
вул.Наукова;68;;female;6;8;6;29;37;52;0;138
вул.Наукова;6а;;female;9;19;14;61;65;74;0;242
вул.Наукова;74;;female;12;13;9;30;43;48;0;155
вул.Наукова;76;;female;7;12;6;34;37;39;0;135
вул.Наукова;8;;female;5;11;3;37;35;30;0;121
вул.Наукова;82;;female;5;12;7;33;41;34;0;132
вул.Наукова;86;;female;1;8;3;10;23;32;0;77
вул.Наукова;9;;female;3;18;5;23;32;39;0;120
вул.Наукова;94;;female;16;21;18;38;91;110;0;294
вул.Наукова;96;;female;4;9;9;22;36;45;0;125
вул.Наукова;96б;;female;2;6;0;7;3;1;0;19
вул.Нафтова;3;;female;0;0;1;1;3;1;0;6
вул.Нафтова;9;;female;0;0;0;0;0;0;0;0
вул.Нафтова;9б;;female;0;0;1;0;0;0;0;1
вул.Невелика;10;;female;0;1;0;0;1;1;0;3
вул.Невелика;6;;female;0;1;0;1;1;0;0;3
вул.Некрасова М.;10;;female;1;2;1;9;13;16;0;42
вул.Некрасова М.;11;;female;0;0;0;1;1;5;0;7
вул.Некрасова М.;11а;;female;1;1;0;2;2;0;0;6
вул.Некрасова М.;15;;female;4;0;0;2;5;2;0;13
вул.Некрасова М.;17;;female;0;0;0;1;2;3;0;6
вул.Некрасова М.;23;;female;0;2;3;1;4;3;0;13
вул.Некрасова М.;25;;female;0;0;0;0;3;5;0;8
вул.Некрасова М.;27;;female;0;0;0;0;0;1;0;1
вул.Некрасова М.;27а;;female;0;0;1;0;1;0;0;2
вул.Некрасова М.;33;;female;1;1;0;5;2;8;0;17
вул.Некрасова М.;34;;female;0;0;0;0;1;1;0;2
вул.Некрасова М.;35а;;female;0;0;0;2;3;4;0;9
вул.Некрасова М.;35б;;female;0;0;0;1;0;1;0;2
вул.Некрасова М.;35в;;female;0;0;0;1;0;0;0;1
вул.Некрасова М.;36;;female;3;1;4;5;2;2;0;17
вул.Некрасова М.;38;;female;0;0;0;1;0;2;0;3
вул.Некрасова М.;38а;;female;2;0;0;2;3;0;0;7
вул.Некрасова М.;38б;;female;0;0;0;1;5;4;0;10
вул.Некрасова М.;41;;female;1;1;1;6;6;1;0;16
вул.Некрасова М.;42;;female;0;0;0;0;2;2;0;4
вул.Некрасова М.;44;;female;2;0;0;4;4;2;0;12
вул.Некрасова М.;46;;female;0;0;0;2;2;2;0;6
вул.Некрасова М.;46а;;female;0;0;0;0;4;3;0;7
вул.Некрасова М.;47;;female;5;7;1;15;15;15;0;58
вул.Некрасова М.;48;;female;0;0;2;4;7;5;0;18
вул.Некрасова М.;5;;female;0;1;0;1;1;2;0;5
вул.Некрасова М.;51;;female;0;0;0;0;1;2;0;3
вул.Некрасова М.;52;;female;0;0;0;0;0;1;0;1
вул.Некрасова М.;53/55;;female;0;0;0;1;0;0;0;1
вул.Некрасова М.;5355;;female;2;8;4;15;16;17;0;62
вул.Некрасова М.;54;;female;1;1;0;0;0;0;0;2
вул.Некрасова М.;55а;;female;1;1;0;1;0;0;0;3
вул.Некрасова М.;56;;female;0;0;0;0;1;0;0;1
вул.Некрасова М.;57;;female;1;10;3;21;35;64;0;134
вул.Некрасова М.;5а;;female;0;0;0;2;0;3;0;5
вул.Некрасова М.;6;;female;0;0;0;3;2;3;0;8
вул.Некрасова М.;6-;;female;0;1;0;0;1;0;0;2
вул.Некрасова М.;60;;female;0;0;0;1;1;0;0;2
вул.Некрасова М.;60а;;female;1;0;0;0;1;0;0;2
вул.Некрасова М.;62;;female;0;0;0;0;0;1;0;1
вул.Некрасова М.;64;;female;0;0;0;2;2;1;0;5
вул.Некрасова М.;64а;;female;0;1;1;0;1;0;0;3
вул.Некрасова М.;7;;female;0;0;1;0;3;2;0;6
вул.Некрасова М.;73;;female;0;0;0;1;0;0;0;1
вул.Некрасова М.;75;;female;2;0;0;0;1;1;0;4
вул.Некрасова М.;8;;female;2;7;3;10;11;19;0;52
вул.Некрасова М.;9;;female;1;1;1;3;2;8;0;16
вул.Немирівська;13;;female;0;0;0;0;1;1;0;2
вул.Немирівська;15;;female;0;0;0;0;0;1;0;1
вул.Немирівська;17;;female;0;0;0;0;1;0;0;1
вул.Немирівська;17а;;female;0;0;0;0;0;1;0;1
вул.Немирівська;25;;female;0;0;2;0;1;2;0;5
вул.Немирівська;25а;;female;1;0;0;1;0;1;0;3
вул.Немирівська;27;;female;0;0;0;0;0;0;0;0
вул.Немирівська;3;;female;1;0;1;3;1;3;0;9
вул.Немирівська;31;;female;0;0;0;0;1;0;0;1
вул.Немирівська;33;;female;4;5;2;6;2;0;0;19
вул.Немирівська;35;;female;0;0;0;0;0;0;0;0
вул.Немирівська;37;;female;1;0;1;0;1;0;0;3
вул.Немирівська;39;;female;0;0;0;0;1;0;0;1
вул.Немирівська;41;;female;0;0;0;1;1;1;0;3
вул.Немирівська;43;;female;0;2;0;2;0;1;0;5
вул.Немирівська;45;;female;0;0;0;0;0;1;0;1
вул.Немирівська;49;;female;0;0;0;0;0;1;0;1
вул.Немирівська;5;;female;0;0;0;0;2;4;0;6
вул.Немирівська;51;;female;1;0;0;1;0;1;0;3
вул.Немирівська;7;;female;0;0;0;1;1;0;0;2
вул.Нестора Літописця (Рясне);1;;female;0;1;0;0;1;1;0;3
вул.Нестора Літописця (Рясне);10;;female;0;0;0;0;0;0;0;0
вул.Нестора Літописця (Рясне);11;;female;0;0;1;0;1;0;0;2
вул.Нестора Літописця (Рясне);12;;female;0;0;0;2;1;0;0;3
вул.Нестора Літописця (Рясне);12а;;female;1;0;0;1;0;0;0;2
вул.Нестора Літописця (Рясне);13;;female;0;0;0;1;0;1;0;2
вул.Нестора Літописця (Рясне);14;;female;0;2;0;1;0;1;0;4
вул.Нестора Літописця (Рясне);15;;female;0;0;0;1;1;0;0;2
вул.Нестора Літописця (Рясне);16;;female;0;0;0;0;1;0;0;1
вул.Нестора Літописця (Рясне);18;;female;1;1;0;1;0;0;0;3
вул.Нестора Літописця (Рясне);18а;;female;0;0;0;0;0;0;0;0
вул.Нестора Літописця (Рясне);1а;;female;0;0;1;0;1;0;0;2
вул.Нестора Літописця (Рясне);3;;female;0;0;0;0;0;1;0;1
вул.Нестора Літописця (Рясне);3а;;female;0;0;0;0;0;0;0;0
вул.Нестора Літописця (Рясне);3б;;female;0;0;0;0;0;0;0;0
вул.Нестора Літописця (Рясне);3в;;female;0;1;0;0;0;0;0;1
вул.Нестора Літописця (Рясне);4а;;female;1;0;0;0;0;0;0;1
вул.Нестора Літописця (Рясне);5;;female;1;0;0;1;0;1;0;3
вул.Нестора Літописця (Рясне);6;;female;0;0;0;0;1;1;0;2
вул.Нестора Літописця (Рясне);7;;female;0;0;0;0;1;0;0;1
вул.Нестора Літописця (Рясне);8;;female;0;0;0;0;1;0;0;1
вул.Нестора Літописця (Рясне);9;;female;0;0;0;0;0;1;0;1
вул.Нечая Д.;11;;female;0;0;0;0;0;3;0;3
вул.Нечая Д.;13;;female;0;1;0;1;1;0;0;3
вул.Нечая Д.;15;;female;1;0;0;1;0;1;0;3
вул.Нечая Д.;17;;female;0;0;0;0;2;1;0;3
вул.Нечая Д.;17а;;female;0;1;0;0;0;1;0;2
вул.Нечая Д.;19;;female;0;1;0;1;1;1;0;4
вул.Нечая Д.;2;;female;0;2;0;2;1;1;0;6
вул.Нечая Д.;3;;female;1;1;0;2;1;1;0;6
вул.Нечая Д.;4;;female;0;0;0;0;0;2;0;2
вул.Нечая Д.;4а;;female;0;0;0;0;1;0;0;1
вул.Нечая Д.;5;;female;0;0;0;1;1;1;0;3
вул.Нечая Д.;6;;female;0;3;0;0;2;1;0;6
вул.Нечая Д.;7;;female;0;0;0;1;0;2;0;3
вул.Нечая Д.;8;;female;0;0;0;1;1;0;0;2
вул.Нечая Д.;9;;female;0;0;0;0;0;1;0;1
вул.Нечуя-Левицького І.;10;;female;0;3;1;2;3;2;0;11
вул.Нечуя-Левицького І.;11;;female;1;0;0;2;2;3;0;8
вул.Нечуя-Левицького І.;11а;;female;0;0;0;2;2;3;0;7
вул.Нечуя-Левицького І.;12;;female;0;3;0;4;4;2;0;13
вул.Нечуя-Левицького І.;13;;female;1;4;0;5;1;2;0;13
вул.Нечуя-Левицького І.;14;;female;0;2;2;1;4;6;0;15
вул.Нечуя-Левицького І.;15;;female;1;0;0;2;3;3;0;9
вул.Нечуя-Левицького І.;16;;female;1;1;0;1;2;4;0;9
вул.Нечуя-Левицького І.;17;;female;0;2;1;1;4;1;0;9
вул.Нечуя-Левицького І.;19;;female;0;2;0;3;1;7;0;13
вул.Нечуя-Левицького І.;2;;female;0;0;1;1;0;0;0;2
вул.Нечуя-Левицького І.;20;;female;0;0;0;2;1;2;0;5
вул.Нечуя-Левицького І.;21;;female;1;1;0;4;1;3;0;10
вул.Нечуя-Левицького І.;23;;female;1;0;0;1;3;3;0;8
вул.Нечуя-Левицького І.;3;;female;1;1;1;5;5;6;0;19
вул.Нечуя-Левицького І.;4;;female;0;1;0;1;2;2;0;6
вул.Нечуя-Левицького І.;5;;female;0;0;0;3;4;4;0;11
вул.Нечуя-Левицького І.;7;;female;1;2;1;3;6;3;0;16
вул.Нечуя-Левицького І.;8;;female;2;0;0;2;1;2;0;7
вул.Нечуя-Левицького І.;9;;female;0;0;1;0;4;4;0;9
вул.Нижанківського О.;3;;female;0;0;0;0;6;4;0;10
вул.Нижанківського О.;7;;female;0;0;0;0;0;0;0;0
вул.Низинна;11;;female;0;0;0;0;0;2;0;2
вул.Низинна;17;;female;4;16;3;27;21;11;0;82
вул.Низинна;19;;female;1;0;0;7;5;5;0;18
вул.Низинна;2;;female;11;14;10;50;61;46;0;192
вул.Низинна;21;;female;0;0;2;4;3;3;0;12
вул.Низинна;23;;female;0;1;0;2;2;7;0;12
вул.Низинна;25;;female;1;0;1;1;3;3;0;9
вул.Низинна;27;;female;4;5;2;13;13;13;0;50
вул.Низинна;4;;female;14;17;12;55;68;55;0;221
вул.Низинна;5;;female;5;7;3;9;6;5;0;35
вул.Низинна;52;;female;8;14;3;42;32;31;0;130
вул.Низинна;60;;female;3;7;8;12;29;37;0;96
вул.Низинна;7;;female;0;0;0;0;2;1;0;3
вул.Низинна;9;;female;1;3;0;1;0;1;0;6
вул.Низова;1;;female;0;0;0;1;0;1;0;2
вул.Низова;10;;female;0;0;0;0;0;1;0;1
вул.Низова;11;;female;0;0;0;0;0;1;0;1
вул.Низова;12;;female;1;0;0;1;1;1;0;4
вул.Низова;14;;female;0;0;0;2;1;2;0;5
вул.Низова;14б2;;female;0;0;0;0;0;0;0;0
вул.Низова;15;;female;0;0;0;0;1;0;0;1
вул.Низова;16;;female;0;0;0;1;1;0;0;2
вул.Низова;16а;;female;1;0;0;2;1;0;0;4
вул.Низова;18;;female;0;0;0;2;0;3;0;5
вул.Низова;2;;female;0;0;0;0;1;1;0;2
вул.Низова;20;;female;0;0;1;1;1;0;0;3
вул.Низова;22;;female;0;0;0;0;0;0;0;0
вул.Низова;24;;female;1;0;0;1;1;2;0;5
вул.Низова;26;;female;0;1;0;2;0;1;0;4
вул.Низова;3;;female;0;0;0;0;1;2;0;3
вул.Низова;4;;female;0;1;0;1;0;0;0;2
вул.Низова;4а;;female;1;0;0;1;1;1;0;4
вул.Низова;5;;female;0;1;1;0;2;1;0;5
вул.Низова;6;;female;1;0;0;1;2;0;0;4
вул.Низова;7;;female;0;0;0;1;0;1;0;2
вул.Низова;8;;female;0;1;0;0;0;0;0;1
вул.Низова;9;;female;0;0;0;0;0;1;0;1
вул.Низова;9а;;female;0;0;0;1;0;0;0;1
вул.Ніжинська;1;;female;0;0;0;1;4;4;0;9
вул.Ніжинська;10;;female;0;0;0;0;0;1;0;1
вул.Ніжинська;10а;;female;0;0;0;1;1;0;0;2
вул.Ніжинська;12;;female;0;2;1;1;3;4;0;11
вул.Ніжинська;12а;;female;1;3;0;2;3;8;0;17
вул.Ніжинська;12б;;female;3;1;1;3;6;4;0;18
вул.Ніжинська;14;;female;0;1;0;1;0;4;0;6
вул.Ніжинська;14а;;female;1;3;1;2;1;2;0;10
вул.Ніжинська;16;;female;4;5;2;19;19;22;0;71
вул.Ніжинська;16а;;female;1;1;1;8;9;4;0;24
вул.Ніжинська;17;;female;0;0;0;1;0;0;0;1
вул.Ніжинська;19;;female;0;0;0;0;0;0;0;0
вул.Ніжинська;21;;female;1;0;0;0;0;2;0;3
вул.Ніжинська;27;;female;0;0;0;0;1;0;0;1
вул.Ніжинська;27/0;;female;0;0;0;0;0;0;0;0
вул.Ніжинська;28;;female;0;0;0;2;1;2;0;5
вул.Ніжинська;29/00;;female;0;0;0;0;0;1;0;1
вул.Ніжинська;29а;;female;0;1;0;0;1;0;0;2
вул.Ніжинська;29а;1;female;0;0;0;0;0;0;0;0
вул.Ніжинська;29б;;female;0;0;0;0;1;1;0;2
вул.Ніжинська;29в;;female;0;0;0;2;4;1;0;7
вул.Ніжинська;29г;00;female;0;0;0;0;0;1;0;1
вул.Ніжинська;3;;female;0;1;0;2;2;1;0;6
вул.Ніжинська;31а;;female;1;4;1;4;3;2;0;15
вул.Ніжинська;32;;female;0;0;0;1;0;1;0;2
вул.Ніжинська;33;;female;4;3;0;5;10;6;0;28
вул.Ніжинська;40;;female;0;0;0;0;1;0;0;1
вул.Ніжинська;40/1;;female;0;0;0;2;0;0;0;2
вул.Ніжинська;42;;female;1;0;0;0;0;0;0;1
вул.Ніжинська;42/0;;female;0;0;0;1;0;1;0;2
вул.Ніжинська;44;;female;0;1;0;1;1;0;0;3
вул.Ніжинська;46;;female;0;0;0;0;2;1;0;3
вул.Ніжинська;5;;female;0;0;0;1;1;3;0;5
вул.Ніжинська;7;;female;0;1;0;1;2;1;0;5
вул.Ніжинська;8;;female;0;0;0;0;0;0;0;0
вул.Ніжинська;9;;female;1;2;5;8;10;13;0;39
вул.Ніщинського П.;10;;female;0;0;0;0;1;0;0;1
вул.Ніщинського П.;11;;female;0;1;0;0;1;0;0;2
вул.Ніщинського П.;12;;female;0;0;0;1;0;0;0;1
вул.Ніщинського П.;14;;female;1;1;0;6;3;8;0;19
вул.Ніщинського П.;15;;female;0;0;1;0;1;1;0;3
вул.Ніщинського П.;17;;female;0;0;0;0;1;1;0;2
вул.Ніщинського П.;24;;female;1;1;1;1;1;2;0;7
вул.Ніщинського П.;25;;female;0;0;0;1;1;1;0;3
вул.Ніщинського П.;26;;female;0;1;0;2;3;4;0;10
вул.Ніщинського П.;28;;female;0;2;1;4;4;13;0;24
вул.Ніщинського П.;29;;female;0;0;0;0;0;2;0;2
вул.Ніщинського П.;29а;;female;1;0;0;2;2;1;0;6
вул.Ніщинського П.;30;;female;0;0;0;1;2;1;0;4
вул.Ніщинського П.;31;;female;0;0;2;0;1;1;0;4
вул.Ніщинського П.;32;;female;0;0;0;0;0;1;0;1
вул.Ніщинського П.;33;;female;0;0;0;1;0;0;0;1
вул.Ніщинського П.;36;;female;0;0;1;0;3;4;0;8
вул.Ніщинського П.;38;;female;0;3;2;2;3;4;0;14
вул.Ніщинського П.;4;;female;0;0;0;1;1;1;0;3
вул.Ніщинського П.;40;;female;0;1;1;0;1;2;0;5
вул.Ніщинського П.;4а;;female;0;0;0;1;0;1;0;2
вул.Ніщинського П.;6;;female;0;0;0;0;0;1;0;1
вул.Ніщинського П.;7;;female;1;0;0;1;2;2;0;6
вул.Ніщинського П.;8;;female;0;0;1;1;1;1;0;4
вул.Новаківського О.;1;;female;1;1;0;2;3;4;0;11
вул.Новаківського О.;12;;female;1;2;0;4;4;6;0;17
вул.Новаківського О.;14;;female;0;4;0;3;3;3;0;13
вул.Новаківського О.;2;;female;0;0;1;3;3;4;0;11
вул.Новаківського О.;3;;female;0;0;0;1;1;0;0;2
вул.Новаківського О.;4;;female;2;0;1;4;2;2;0;11
вул.Новаківського О.;6;;female;1;0;0;1;0;5;0;7
вул.Новаківського О.;8;;female;0;1;0;2;2;2;0;7
вул.Новий Світ;11;;female;0;0;0;3;2;4;0;9
вул.Новий Світ;12;;female;0;0;0;2;1;2;0;5
вул.Новий Світ;13;;female;1;0;0;2;1;4;0;8
вул.Новий Світ;14;;female;0;1;1;4;4;8;0;18
вул.Новий Світ;15;;female;0;0;0;0;1;2;0;3
вул.Новий Світ;16;;female;0;0;0;1;4;5;0;10
вул.Новий Світ;18;;female;1;1;1;2;3;2;0;10
вул.Новий Світ;20;;female;0;0;1;0;2;1;0;4
вул.Новий Світ;22;;female;0;1;1;5;5;2;0;14
вул.Новий Світ;3;;female;0;0;2;1;1;4;0;8
вул.Новий Світ;4;;female;0;0;0;0;2;3;0;5
вул.Новий Світ;5;;female;0;1;0;1;3;2;0;7
вул.Новий Світ;6;;female;0;1;0;3;5;4;0;13
вул.Новий Світ;8;;female;1;1;1;4;6;3;0;16
вул.Новознесенська;103;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;108;;female;0;0;0;1;1;0;0;2
вул.Новознесенська;109;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;11;;female;0;1;1;5;5;4;0;16
вул.Новознесенська;111;;female;0;0;1;0;1;1;0;3
вул.Новознесенська;117;;female;1;0;0;1;1;0;0;3
вул.Новознесенська;119;;female;0;0;1;2;0;1;0;4
вул.Новознесенська;11а;;female;0;1;2;2;8;3;0;16
вул.Новознесенська;121;;female;0;0;0;1;4;1;0;6
вул.Новознесенська;123;;female;0;0;0;0;1;1;0;2
вул.Новознесенська;125;;female;0;0;0;0;0;1;0;1
вул.Новознесенська;129;;female;0;0;1;0;1;0;0;2
вул.Новознесенська;13;;female;0;1;1;2;3;3;0;10
вул.Новознесенська;131;;female;0;0;1;0;1;0;0;2
вул.Новознесенська;131а;;female;0;0;1;0;1;1;0;3
вул.Новознесенська;133;;female;1;0;0;0;2;1;0;4
вул.Новознесенська;133а;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;16;;female;0;1;1;0;1;2;0;5
вул.Новознесенська;17;;female;0;1;0;1;2;0;0;4
вул.Новознесенська;18;;female;0;0;0;1;2;2;0;5
вул.Новознесенська;19;;female;0;1;1;1;1;0;0;4
вул.Новознесенська;20;;female;0;1;0;1;0;1;0;3
вул.Новознесенська;22;;female;0;1;0;0;1;0;0;2
вул.Новознесенська;22б;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;24;;female;0;0;0;0;1;1;0;2
вул.Новознесенська;26;;female;1;2;0;2;0;1;0;6
вул.Новознесенська;27;;female;0;0;1;0;1;1;0;3
вул.Новознесенська;28;;female;0;1;1;0;1;1;0;4
вул.Новознесенська;29;;female;0;1;0;0;4;2;0;7
вул.Новознесенська;30;;female;3;0;0;3;1;1;0;8
вул.Новознесенська;33;;female;0;1;1;0;1;1;0;4
вул.Новознесенська;35;;female;0;0;1;1;0;0;0;2
вул.Новознесенська;41;;female;1;0;0;0;1;1;0;3
вул.Новознесенська;44;;female;0;0;0;0;3;1;0;4
вул.Новознесенська;46;;female;1;0;0;1;0;1;0;3
вул.Новознесенська;5;;female;0;3;0;1;1;2;0;7
вул.Новознесенська;52;;female;0;0;1;0;0;0;0;1
вул.Новознесенська;53;;female;0;2;0;1;1;1;0;5
вул.Новознесенська;54;;female;0;0;0;0;1;1;0;2
вул.Новознесенська;55;;female;3;1;1;4;1;4;0;14
вул.Новознесенська;56;;female;0;0;0;1;0;1;0;2
вул.Новознесенська;58;;female;0;0;0;1;1;0;0;2
вул.Новознесенська;62;;female;0;1;0;1;1;1;0;4
вул.Новознесенська;63;;female;1;0;0;0;0;1;0;2
вул.Новознесенська;64;;female;0;0;0;0;0;1;0;1
вул.Новознесенська;65;;female;0;0;0;1;0;0;0;1
вул.Новознесенська;66;;female;0;0;0;0;0;1;0;1
вул.Новознесенська;70;;female;0;0;0;1;1;1;0;3
вул.Новознесенська;70а;;female;0;0;0;0;1;1;0;2
вул.Новознесенська;75;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;76;;female;0;2;0;2;1;0;0;5
вул.Новознесенська;78;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;80;;female;1;0;0;1;1;0;0;3
вул.Новознесенська;81;;female;0;1;0;0;1;0;0;2
вул.Новознесенська;82;;female;1;0;0;1;0;0;0;2
вул.Новознесенська;83;;female;0;2;0;0;1;0;0;3
вул.Новознесенська;85;;female;0;1;0;0;0;1;0;2
вул.Новознесенська;86;;female;1;2;0;2;1;1;0;7
вул.Новознесенська;87;;female;1;0;0;1;0;0;0;2
вул.Новознесенська;88;;female;0;0;2;2;1;4;0;9
вул.Новознесенська;89;;female;0;0;0;0;1;0;0;1
вул.Новознесенська;90;;female;0;1;0;5;5;1;0;12
вул.Новознесенська;91;;female;0;0;0;0;0;0;0;0
вул.Новознесенська;93;;female;0;0;1;1;0;0;0;2
вул.Новознесенська;95;;female;0;0;0;1;0;0;0;1
вул.Новознесенська;97;;female;1;0;0;3;2;2;0;8
вул.Огієнка І.;10;;female;0;0;2;2;5;3;0;12
вул.Огієнка І.;11;;female;1;1;1;1;4;6;0;14
вул.Огієнка І.;12;;female;1;1;1;3;3;2;0;11
вул.Огієнка І.;13;;female;0;1;3;2;8;9;0;23
вул.Огієнка І.;14;;female;1;3;1;9;4;9;0;27
вул.Огієнка І.;15;;female;2;1;0;6;7;3;0;19
вул.Огієнка І.;16;;female;1;3;0;2;4;8;0;18
вул.Огієнка І.;17;;female;0;1;0;4;4;5;0;14
вул.Огієнка І.;18;;female;1;0;0;3;6;6;0;16
вул.Огієнка І.;20;;female;1;4;2;14;14;15;0;50
вул.Огієнка І.;4;;female;2;2;0;9;12;16;0;41
вул.Огієнка І.;6;;female;0;1;0;1;3;2;0;7
вул.Огієнка І.;7;;female;1;4;0;9;7;6;0;27
вул.Огієнка І.;8;;female;0;5;0;4;6;5;0;20
вул.Огієнка І.;9;;female;2;4;1;5;7;5;0;24
вул.Огіркова;11;;female;0;0;1;0;2;4;0;7
вул.Огіркова;13;;female;0;1;0;3;3;1;0;8
вул.Огіркова;15;;female;0;0;0;2;1;3;0;6
вул.Огіркова;2;;female;0;2;2;6;5;4;0;19
вул.Огіркова;4;;female;2;0;0;3;3;4;0;12
вул.Огіркова;6;;female;0;0;0;1;0;0;0;1
вул.Огіркова;9;;female;0;0;0;3;1;2;0;6
вул.Огіркова;9а;;female;0;0;0;0;1;0;0;1
вул.Оглоблина О.;19;;female;1;2;0;4;2;3;0;12
вул.Оглоблина О.;21;;female;0;0;0;0;0;1;0;1
вул.Одеська;10;;female;0;1;0;4;5;5;0;15
вул.Одеська;11;;female;1;3;0;3;6;6;0;19
вул.Одеська;12;;female;0;0;0;0;1;3;0;4
вул.Одеська;13;;female;1;5;0;7;4;2;0;19
вул.Одеська;14;;female;0;1;1;2;4;4;0;12
вул.Одеська;15;;female;1;2;1;5;2;3;0;14
вул.Одеська;16;;female;1;2;0;3;1;5;0;12
вул.Одеська;17;;female;1;1;1;5;3;7;0;18
вул.Одеська;18;;female;0;7;1;12;17;14;0;51
вул.Одеська;19;;female;0;0;0;1;1;0;0;2
вул.Одеська;2;;female;0;0;0;0;3;2;0;5
вул.Одеська;21;;female;1;0;0;2;1;1;0;5
вул.Одеська;23;;female;0;0;0;1;1;2;0;4
вул.Одеська;25;;female;0;2;0;0;1;1;0;4
вул.Одеська;27;;female;0;1;0;2;1;2;0;6
вул.Одеська;3;;female;0;0;0;3;2;1;0;6
вул.Одеська;31;;female;0;0;0;0;0;0;0;0
вул.Одеська;33;;female;0;0;0;0;0;0;0;0
вул.Одеська;35;;female;0;0;0;0;0;2;0;2
вул.Одеська;37;;female;0;0;0;1;0;1;0;2
вул.Одеська;39;;female;0;0;0;0;1;0;0;1
вул.Одеська;4;;female;0;0;0;1;4;3;0;8
вул.Одеська;5;;female;0;0;0;2;1;5;0;8
вул.Одеська;6;;female;0;1;0;3;2;2;0;8
вул.Одеська;7;;female;1;2;1;4;4;4;0;16
вул.Одеська;8;;female;0;1;1;1;1;4;0;8
вул.Одеська;9;;female;2;5;0;4;3;4;0;18
вул.Ожешко Е.;11;;female;0;0;0;1;3;4;0;8
вул.Ожешко Е.;4;;female;0;0;0;0;0;1;0;1
вул.Ожешко Е.;5;;female;1;0;0;2;2;3;0;8
вул.Ожешко Е.;6;;female;0;1;0;2;3;2;0;8
вул.Ожешко Е.;7;;female;0;0;1;0;2;4;0;7
вул.Ожешко Е.;8;;female;0;0;0;2;0;2;0;4
вул.Ожешко Е.;9;;female;0;1;0;1;2;1;0;5
вул.Ожинова;1;;female;10;17;8;43;50;24;0;152
вул.Ожинова;4;;female;0;0;0;1;0;1;0;2
вул.Ожинова;4а;;female;0;0;1;0;1;0;0;2
вул.Ожинова;5;;female;0;0;0;10;9;0;0;19
вул.Ожинова;6;;female;0;0;0;0;1;1;0;2
вул.Ожинова;7;;female;0;0;0;0;0;1;0;1
вул.Ожинова;8;;female;0;0;0;2;2;1;0;5
вул.Озаркевича Є.;10;;female;0;0;2;0;0;1;0;3
вул.Озаркевича Є.;12;;female;0;0;0;1;1;2;0;4
вул.Озаркевича Є.;3;;female;0;0;1;1;1;1;0;4
вул.Озаркевича Є.;6;;female;0;0;0;1;0;2;1;4
вул.Озаркевича Є.;6а;;female;0;0;0;0;1;0;0;1
вул.Озаркевича Є.;8;;female;1;0;0;1;0;1;0;3
вул.Озерна;1;;female;0;3;1;2;3;1;0;10
вул.Озерна;10;;female;0;1;1;3;2;1;0;8
вул.Озерна;11;;female;0;0;0;1;1;2;0;4
вул.Озерна;12;;female;1;1;0;4;1;4;0;11
вул.Озерна;14;;female;0;1;0;1;0;2;0;4
вул.Озерна;15;;female;0;0;0;0;0;1;0;1
вул.Озерна;16;;female;0;0;0;1;1;0;0;2
вул.Озерна;17;;female;0;0;1;1;1;1;0;4
вул.Озерна;18;;female;1;2;1;4;0;4;0;12
вул.Озерна;19;;female;0;0;0;1;1;1;0;3
вул.Озерна;2;;female;0;0;0;0;0;1;0;1
вул.Озерна;20;;female;2;0;0;3;3;3;0;11
вул.Озерна;25;;female;0;0;0;2;1;1;0;4
вул.Озерна;26;;female;0;0;0;0;0;1;0;1
вул.Озерна;27;;female;0;1;0;1;0;2;0;4
вул.Озерна;28;;female;0;0;0;1;1;0;0;2
вул.Озерна;29;;female;0;1;1;2;1;2;0;7
вул.Озерна;30;;female;0;1;0;2;1;2;0;6
вул.Озерна;31;;female;0;0;0;0;0;1;0;1
вул.Озерна;32;;female;1;0;0;1;0;1;0;3
вул.Озерна;33;;female;0;1;0;1;1;1;0;4
вул.Озерна;34;;female;1;1;0;3;1;1;0;7
вул.Озерна;35;;female;0;0;1;1;1;4;0;7
вул.Озерна;36;;female;1;0;0;1;0;0;0;2
вул.Озерна;37;;female;1;2;0;0;1;2;0;6
вул.Озерна;37а;;female;0;1;0;1;1;0;0;3
вул.Озерна;38;;female;0;0;0;1;1;2;0;4
вул.Озерна;38а;;female;0;0;0;1;0;1;0;2
вул.Озерна;39;;female;1;4;0;3;3;4;0;15
вул.Озерна;39а;;female;1;3;0;6;9;9;0;28
вул.Озерна;4;;female;0;0;0;2;2;0;0;4
вул.Озерна;40;;female;0;0;0;0;0;0;0;0
вул.Озерна;40а;;female;0;1;0;1;1;0;0;3
вул.Озерна;42;;female;1;0;0;0;1;1;0;3
вул.Озерна;5;;female;0;0;0;1;0;5;0;6
вул.Озерна;6;;female;0;0;0;1;1;0;0;2
вул.Озерна;7;;female;0;1;1;2;2;4;0;10
вул.Озерна;8;;female;1;0;0;3;5;0;0;9
вул.Озерна;9;;female;0;1;0;0;0;2;0;3
вул.Околична;10;;female;4;0;1;11;0;3;0;19
вул.Околична;16;;female;3;6;3;23;29;26;0;90
