SName;Building;BuildingPart;Gender;CntAgeCat1;CntAgeCat2;CntAgeCat3;CntAgeCat4;CntAgeCat5;CntAgeCat6;CntAgeCatNull;CntAgeAll
Левицького К.;28;;female;0;1;0;0;2;1;0;4
Левицького К.;29;;female;1;0;0;0;3;4;0;8
Левицького К.;3;;female;1;2;0;5;2;5;0;15
Левицького К.;30;;female;0;1;1;0;0;4;0;6
Левицького К.;31;;female;0;0;0;0;2;4;0;6
Левицького К.;33;;female;0;0;1;1;5;5;0;12
Левицького К.;35;;female;0;0;0;1;1;2;0;4
Левицького К.;36;;female;1;3;0;2;2;3;0;11
Левицького К.;37;;female;0;0;0;1;0;2;0;3
Левицького К.;38;;female;0;1;0;2;3;2;0;8
Левицького К.;4;;female;2;2;0;4;1;5;0;14
Левицького К.;40;;female;1;2;0;4;4;7;0;18
Левицького К.;40а;;female;0;0;0;1;0;0;0;1
Левицького К.;41;;female;0;0;0;1;3;0;0;4
Левицького К.;42;;female;0;1;0;2;6;3;0;12
Левицького К.;43;;female;0;0;0;3;2;5;0;10
Левицького К.;43а;;female;0;1;0;1;2;4;0;8
Левицького К.;44;;female;0;1;0;3;3;3;0;10
Левицького К.;45;;female;0;3;0;2;10;5;0;20
Левицького К.;47;;female;1;0;1;4;3;1;0;10
Левицького К.;48;;female;0;0;0;1;2;3;0;6
Левицького К.;5;;female;3;1;1;4;0;3;0;12
Левицького К.;50;;female;0;4;4;0;5;4;0;17
Левицького К.;51;;female;0;1;0;1;4;1;0;7
Левицького К.;52;;female;0;1;0;2;1;3;0;7
Левицького К.;53;;female;0;0;1;2;6;3;0;12
Левицького К.;56;;female;1;0;1;1;2;4;0;9
Левицького К.;58;;female;1;0;0;3;3;6;0;13
Левицького К.;6;;female;0;0;0;2;5;6;0;13
Левицького К.;60;;female;2;2;0;4;7;6;0;21
Левицького К.;62;;female;0;5;2;3;7;6;0;23
Левицького К.;64;;female;2;1;0;2;5;6;0;16
Левицького К.;64а;;female;0;0;0;0;1;0;0;1
Левицького К.;64б;;female;1;1;0;0;0;0;0;2
Левицького К.;66;;female;1;1;0;3;2;2;0;9
Левицького К.;67а;;female;0;1;71;9;0;0;0;81
Левицького К.;68;;female;0;1;0;0;2;0;0;3
Левицького К.;69;;female;1;2;0;2;3;2;0;10
Левицького К.;7;;female;0;2;0;2;2;5;0;11
Левицького К.;70;;female;2;1;1;4;3;4;0;15
Левицького К.;71;;female;0;2;2;3;4;8;0;19
Левицького К.;73;;female;0;0;0;2;4;6;0;12
Левицького К.;74;;female;4;2;4;15;16;3;0;44
Левицького К.;75;;female;1;1;0;2;4;3;0;11
Левицького К.;75а;;female;9;6;2;22;27;33;0;99
Левицького К.;76;;female;0;0;2;7;3;3;0;15
Левицького К.;77;;female;0;2;0;1;2;2;0;7
Левицького К.;78;;female;1;0;0;4;4;1;0;10
Левицького К.;79;;female;0;5;0;6;2;7;0;20
Левицького К.;8;;female;0;0;0;2;1;4;0;7
Левицького К.;80;;female;1;1;2;4;5;1;0;14
Левицького К.;81;;female;0;2;0;1;6;2;0;11
Левицького К.;82;;female;0;0;0;1;1;1;0;3
Левицького К.;83;;female;0;2;5;3;9;4;0;23
Левицького К.;85;;female;0;0;0;1;0;3;0;4
Левицького К.;87;;female;3;1;0;12;10;16;0;42
Левицького К.;9;;female;1;0;0;2;4;3;0;10
Левицького К.;91;;female;2;4;3;3;5;5;0;22
Левицького К.;93;;female;0;2;1;3;2;4;0;12
Левицького К.;93а;;female;1;1;0;3;1;1;0;7
Левицького К.;96;;female;1;0;0;2;3;1;0;7
Левицького К.;97;;female;0;1;2;3;3;1;0;10
Левицького К.;98;;female;0;2;1;1;3;2;0;9
Левицького К.;99;;female;1;0;2;6;5;5;0;19
Лемика М.;28;;female;0;0;0;3;1;4;0;8
Лемика М.;30;;female;0;1;0;3;2;4;0;10
Лемика М.;30а;;female;1;1;5;6;15;25;0;53
Лемика М.;30б;;female;0;0;0;1;0;1;0;2
Лемика М.;30-в;;female;0;0;0;0;1;0;0;1
Лемика М.;32;;female;0;0;0;2;0;2;0;4
Лемика М.;32а;;female;2;0;0;1;2;1;0;6
Лемика М.;34;;female;0;1;0;2;2;3;0;8
Лемківська;1;;female;2;1;1;3;4;2;0;13
Лемківська;10;;female;1;0;0;2;2;3;0;8
Лемківська;12;;female;0;0;0;3;0;5;0;8
Лемківська;14;;female;0;2;0;5;4;6;0;17
Лемківська;16;;female;0;1;0;3;3;1;0;8
Лемківська;1а;;female;0;1;0;0;3;5;0;9
Лемківська;2;;female;0;1;0;2;4;2;0;9
Лемківська;26;;female;0;1;0;3;6;0;0;10
Лемківська;4;;female;1;0;1;3;6;2;0;13
Лемківська;5;;female;0;2;0;4;2;4;0;12
Лемківська;6;;female;1;2;0;4;8;5;0;20
Лемківська;8;;female;0;1;2;2;5;5;0;15
Лемківська;9;;female;2;2;1;2;2;0;0;9
Лемківська;9а;;female;1;0;0;2;0;1;0;4
Ленона Дж.;1;;female;10;6;3;17;6;1;0;43
Ленона Дж.;25;;female;5;11;6;29;32;20;0;103
Ленона Дж.;27;;female;1;7;3;16;14;19;0;60
Ленона Дж.;3;;female;6;4;2;15;8;0;0;35
Ленона Дж.;33;;female;1;7;1;21;21;8;0;59
Ленона Дж.;35;;female;11;9;5;23;17;7;0;72
Ленона Дж.;37;;female;9;11;5;37;17;7;0;86
Ленона Дж.;39;;female;5;15;5;15;19;4;0;63
Леонтовича М.;1;;female;0;1;2;2;3;6;0;14
Леонтовича М.;13;;female;1;0;0;4;2;4;0;11
Леонтовича М.;15;;female;0;0;0;1;1;3;0;5
Леонтовича М.;17;;female;0;2;0;4;4;3;0;13
Леонтовича М.;19;;female;0;2;1;1;3;4;0;11
Леонтовича М.;3;;female;1;3;2;6;7;10;0;29
Леонтовича М.;5;;female;1;0;0;3;5;9;0;18
Леонтовича М.;6;;female;2;1;1;5;6;4;0;19
Леонтовича М.;7;;female;0;3;0;5;8;9;0;25
Леонтовича М.;8;;female;0;0;1;2;5;4;0;12
Леонтовича М.;9;;female;1;2;0;3;8;5;0;19
Лепкого Б.;10;;female;0;1;3;2;2;3;0;11
Лепкого Б.;11;;female;0;1;1;2;2;3;0;9
Лепкого Б.;12;;female;0;1;0;2;1;2;0;6
Лепкого Б.;14;;female;1;2;0;6;6;8;0;23
Лепкого Б.;15;;female;0;2;0;2;1;2;0;7
Лепкого Б.;20;;female;1;0;1;5;5;5;0;17
Лепкого Б.;3;;female;0;3;2;7;4;3;0;19
Лепкого Б.;4;;female;0;1;0;1;3;2;0;7
Лепкого Б.;5;;female;0;0;1;4;2;6;0;13
Лепкого Б.;6;;female;0;1;2;4;6;4;0;17
Лепкого Б.;7;;female;1;1;0;1;1;2;0;6
Лесі Українки;11;;female;2;2;1;5;3;5;0;18
Лесі Українки;12;;female;0;1;0;3;0;1;0;5
Лесі Українки;14;;female;0;0;1;3;2;1;0;7
Лесі Українки;15;;female;0;2;0;3;8;3;0;16
Лесі Українки;16;;female;1;2;1;3;1;2;0;10
Лесі Українки;17;;female;0;2;0;0;2;3;0;7
Лесі Українки;18;;female;0;2;1;2;4;3;0;12
Лесі Українки;21;;female;0;1;0;4;2;3;0;10
Лесі Українки;23;;female;0;0;0;1;1;0;0;2
Лесі Українки;25;;female;0;0;1;2;1;2;0;6
Лесі Українки;27;;female;0;0;0;1;3;2;0;6
Лесі Українки;33;;female;0;1;1;2;3;2;0;9
Лесі Українки;35;;female;0;1;0;3;1;4;0;9
Лесі Українки;36;;female;2;1;0;2;3;1;1;10
Лесі Українки;37;;female;0;1;0;1;1;3;0;6
Лесі Українки;41;;female;0;0;0;0;2;3;0;5
Лесі Українки;43;;female;1;3;0;11;8;6;0;29
Лесі Українки;7;;female;0;0;0;3;2;4;0;9
Ливарна;2;;female;0;0;0;3;3;3;0;9
Ливарна;4;;female;0;0;0;2;2;3;0;7
Ливарна;5;;female;0;2;0;5;5;3;0;15
Ливарна;6;;female;1;2;0;2;1;5;0;11
Ливарна;9;;female;0;2;0;3;4;3;0;12
Лижв'ярська;17;;female;0;1;0;1;0;0;0;2
Лижв'ярська;17а;;female;0;0;0;0;1;0;0;1
Лижв'ярська;18;;female;0;1;0;1;0;1;0;3
Лижв'ярська;19;;female;0;1;0;0;1;0;0;2
Лижв'ярська;20;;female;0;3;0;3;3;1;0;10
Лижв'ярська;22;;female;0;0;0;2;1;0;0;3
Лижв'ярська;24;;female;0;0;0;1;1;4;0;6
Лижв'ярська;26;;female;0;0;0;1;2;0;0;3
Лижв'ярська;28;;female;0;0;0;1;1;1;0;3
Лижв'ярська;36;;female;0;0;1;1;0;0;0;2
Лижв'ярська;40;;female;0;2;0;0;0;1;0;3
Липи Ю.;10;;female;4;7;1;18;36;54;0;120
Липи Ю.;12;;female;5;14;6;30;30;56;0;141
Липи Ю.;14;;female;2;10;9;27;25;33;0;106
Липи Ю.;16;;female;11;13;13;46;48;57;1;189
Липи Ю.;18;;female;13;12;4;34;36;38;0;137
Липи Ю.;20;;female;9;19;8;29;40;39;0;144
Липи Ю.;35;;female;10;9;5;21;30;35;0;110
Липи Ю.;37;;female;3;9;6;17;35;32;0;102
Липи Ю.;39;;female;14;23;21;63;94;117;1;333
Липи Ю.;43;;female;3;8;6;23;22;33;0;95
Липи Ю.;45;;female;26;44;11;89;100;113;0;383
Липинського В.;13;;female;4;9;5;24;29;32;0;103
Липинського В.;22;;female;0;1;1;1;0;2;0;5
Липинського В.;23;;female;0;0;0;0;1;1;0;2
Липинського В.;24;;female;1;0;0;1;0;0;0;2
Липинського В.;25;;female;0;0;1;1;1;0;0;3
Липинського В.;25а;;female;1;0;0;0;1;1;0;3
Липинського В.;26;;female;0;2;1;1;2;0;0;6
Липинського В.;28;;female;10;9;5;33;8;1;0;66
Липинського В.;3;;female;5;11;7;35;44;32;0;134
Липинського В.;48;;female;0;0;0;0;1;3;0;4
Липинського В.;48а;;female;0;0;1;1;1;0;0;3
Липинського В.;5;;female;2;6;2;23;44;57;1;135
Липинського В.;50;;female;0;0;0;0;0;2;0;2
Липинського В.;58;;female;7;9;3;18;18;25;0;80
Липинського В.;6;;female;8;6;2;29;29;41;0;115
Липинського В.;65;;female;0;0;1;0;3;1;0;5
Липківського В., митр.;1;;female;0;0;0;0;0;1;0;1
Липківського В., митр.;10;;female;0;0;0;0;0;0;0;0
Липківського В., митр.;11;;female;1;0;0;0;0;0;0;1
Липківського В., митр.;11а;;female;0;0;0;1;0;1;0;2
Липківського В., митр.;14;;female;0;0;0;1;1;1;0;3
Липківського В., митр.;20;;female;0;2;0;3;1;3;0;9
Липківського В., митр.;20а;;female;0;0;0;2;2;1;0;5
Липківського В., митр.;21;;female;1;0;0;0;1;1;0;3
Липківського В., митр.;25;;female;0;0;1;2;1;0;0;4
Липківського В., митр.;3;;female;1;0;0;0;1;1;0;3
Липківського В., митр.;33;;female;0;0;0;0;0;1;0;1
Липківського В., митр.;33а;;female;0;0;0;0;0;1;0;1
Липківського В., митр.;34;;female;0;0;0;1;0;0;0;1
Липківського В., митр.;35;;female;0;0;0;1;0;1;0;2
Липківського В., митр.;38;;female;0;0;1;0;1;0;0;2
Липківського В., митр.;41;;female;0;0;0;1;1;0;0;2
Липківського В., митр.;42;;female;0;0;0;0;0;0;0;0
Липківського В., митр.;43;;female;0;1;0;1;0;0;0;2
Липківського В., митр.;43а;;female;0;1;0;1;0;0;0;2
Липківського В., митр.;44;;female;0;0;0;0;1;0;0;1
Липківського В., митр.;44а;;female;1;1;0;0;1;0;0;3
Липківського В., митр.;45;;female;0;2;0;1;0;1;0;4
Липківського В., митр.;7;;female;0;0;0;0;0;1;0;1
Липківського В., митр.;8;;female;0;0;0;0;1;0;0;1
Липківського В., митр.;9;;female;0;0;0;0;0;0;0;0
Липова Алея;1;;female;2;7;3;24;31;25;0;92
Липова Алея;11;;female;1;5;2;13;11;19;0;51
Липова Алея;13;;female;10;5;1;29;8;9;0;62
Липова Алея;15;;female;4;0;1;12;3;0;0;20
Липова Алея;5;;female;4;9;7;28;34;30;0;112
Липова Алея;5а;;female;3;4;7;15;32;25;0;86
Липова Алея;5б;;female;1;4;6;25;26;26;0;88
Липова Алея;5в;;female;1;0;0;1;1;3;0;6
Липова Алея;7;;female;6;6;7;21;22;7;0;69
Липова Алея;9;;female;15;15;13;52;74;8;0;177
Лисеницька;1;;female;11;16;4;35;41;57;0;164
Лисеницька;11;;female;9;15;6;22;27;35;0;114
Лисеницька;11а;;female;4;13;3;19;24;35;0;98
Лисеницька;12;;female;0;1;0;0;1;2;0;4
Лисеницька;13;;female;15;20;4;59;39;54;0;191
Лисеницька;15;;female;2;2;0;0;1;0;0;5
Лисеницька;16;;female;0;0;0;0;0;0;0;0
Лисеницька;17;;female;0;1;0;0;0;0;0;1
Лисеницька;19;;female;1;0;0;1;1;1;0;4
Лисеницька;19б;;female;13;8;7;32;15;6;0;81
Лисеницька;2;;female;0;30;36;0;0;0;0;66
Лисеницька;28;;female;0;1;0;1;0;0;0;2
Лисеницька;28а;;female;1;2;0;1;0;0;0;4
Лисеницька;2а;;female;6;4;2;18;9;5;0;44
Лисеницька;32;;female;0;0;1;1;0;1;0;3
Лисеницька;32а;;female;0;0;0;0;0;1;0;1
Лисеницька;33;;female;0;0;0;1;1;0;0;2
Лисеницька;34;;female;0;0;0;0;0;0;0;0
Лисеницька;34а;;female;0;0;1;1;0;0;0;2
Лисеницька;34в;;female;0;0;0;0;1;0;0;1
Лисеницька;4;;female;3;14;9;29;47;52;0;154
Лисеницька;44;;female;3;0;1;3;0;0;0;7
Лисеницька;5;;female;10;23;8;49;47;41;0;178
Лисеницька;50;;female;0;0;0;0;1;0;0;1
Лисеницька;5а;;female;0;0;0;1;0;1;0;2
Лисеницька;6;;female;6;17;6;50;46;45;0;170
Лисеницька;60;;female;0;1;0;1;1;0;0;3
Лисеницька;62;;female;1;0;0;2;1;0;0;4
Лисеницька;64;;female;0;0;0;1;0;1;0;2
Лисеницька;9;;female;8;20;3;41;37;29;0;138
Лисенка М.;10;;female;1;1;0;3;4;1;0;10
Лисенка М.;11;;female;1;6;1;9;9;12;0;38
Лисенка М.;11a;;female;1;2;1;5;6;5;0;20
Лисенка М.;12в/ч;;female;18;32;4;48;18;3;0;123
Лисенка М.;14;;female;1;1;0;2;5;4;0;13
Лисенка М.;14а;;female;0;0;0;1;1;1;0;3
Лисенка М.;14б;;female;1;1;2;2;2;3;0;11
Лисенка М.;15;;female;3;0;1;9;10;3;0;26
Лисенка М.;16;;female;4;3;0;8;1;1;0;17
Лисенка М.;17;;female;2;0;2;6;13;10;0;33
Лисенка М.;2;;female;4;2;0;3;3;6;0;18
Лисенка М.;20;;female;0;0;1;0;1;4;0;6
Лисенка М.;21;;female;1;4;1;6;4;4;0;20
Лисенка М.;22;;female;0;2;0;7;4;2;0;15
Лисенка М.;22б;;female;0;0;0;1;0;0;0;1
Лисенка М.;22ц;;female;0;0;0;0;2;2;0;4
Лисенка М.;23;;female;3;3;1;8;4;9;0;28
Лисенка М.;23а;;female;0;2;0;3;1;1;0;7
Лисенка М.;24;;female;0;0;0;1;0;1;0;2
Лисенка М.;25;;female;1;4;3;6;7;5;0;26
Лисенка М.;26;;female;0;0;0;1;4;1;0;6
Лисенка М.;27;;female;3;1;1;1;3;5;0;14
Лисенка М.;28;;female;0;0;0;1;0;3;0;4
Лисенка М.;29;;female;2;5;0;5;5;3;0;20
Лисенка М.;3;;female;3;3;2;8;5;11;0;32
Лисенка М.;30;;female;2;0;0;1;0;1;0;4
Лисенка М.;32;;female;0;2;2;2;3;4;0;13
Лисенка М.;33;;female;0;2;1;4;4;8;0;19
Лисенка М.;34;;female;0;0;0;0;0;1;0;1
Лисенка М.;35;;female;0;1;0;1;3;7;0;12
Лисенка М.;36;;female;0;3;0;4;4;5;0;16
Лисенка М.;37;;female;1;1;0;3;3;4;0;12
Лисенка М.;38;;female;1;0;1;3;5;3;0;13
Лисенка М.;4;;female;0;1;0;4;2;2;0;9
Лисенка М.;40;;female;0;3;1;3;4;1;0;12
Лисенка М.;41;;female;0;0;0;1;2;4;0;7
Лисенка М.;42;;female;0;1;1;0;2;4;0;8
Лисенка М.;44;;female;0;0;1;0;4;4;0;9
Лисенка М.;46;;female;1;0;1;3;2;5;0;12
Лисенка М.;5;;female;1;3;2;7;7;7;0;27
Лисенка М.;55;;female;0;0;0;2;2;2;0;6
Лисенка М.;57;;female;1;1;0;2;0;0;0;4
Лисенка М.;57-;;female;0;3;0;2;0;0;0;5
Лисенка М.;59;;female;0;0;0;1;1;0;0;2
Лисенка М.;6;;female;0;0;0;3;5;1;0;9
Лисенка М.;61;;female;0;0;0;0;0;0;0;0
Лисенка М.;63;;female;0;0;0;0;1;1;0;2
Лисенка М.;65;;female;0;0;0;1;0;0;0;1
Лисенка М.;7;;female;1;7;2;10;5;8;0;33
Лисенка М.;8;;female;0;0;0;2;5;2;0;9
Лисенка М.;9;;female;0;0;2;2;5;5;0;14
Листова;12;;female;0;0;0;2;1;1;0;4
Листова;16;;female;0;1;0;0;1;1;0;3
Листова;19;;female;0;0;0;1;1;1;0;3
Листова;21;;female;1;1;0;1;1;1;0;5
Листова;23;;female;0;0;0;1;0;1;0;2
Листова;25;;female;0;1;0;1;1;2;0;5
Листова;3;;female;0;1;0;1;0;2;0;4
Листова;7;;female;0;0;0;0;0;1;0;1
Листова;7а;;female;0;1;0;1;0;0;0;2
Листова;9;;female;0;0;0;1;0;0;0;1
Листопадна;1;;female;4;0;2;16;20;20;0;62
Листопадна;11;;female;3;5;1;11;21;28;0;69
Листопадна;12;;female;0;0;0;1;0;0;0;1
Листопадна;14;;female;0;0;0;2;2;1;0;5
Листопадна;16;;female;0;10;4;25;27;34;0;100
Листопадна;2;;female;2;1;0;5;6;5;1;20
Листопадна;4;;female;0;0;0;0;4;6;0;10
Листопадна;5;;female;0;1;0;2;4;7;0;14
Листопадна;8;;female;0;0;1;1;0;7;0;9
Листопадового Чину;10в/ч;;female;6;11;2;16;15;0;0;50
Листопадового Чину;12;;female;3;2;1;6;8;6;1;27
Листопадового Чину;14;;female;2;9;1;8;5;6;0;31
Листопадового Чину;26;;female;2;1;1;6;8;11;0;29
Листопадового Чину;28;;female;0;0;0;1;1;2;0;4
Листопадового Чину;28б;;female;0;0;0;1;1;1;0;3
Листопадового Чину;3;;female;0;3;0;3;5;6;0;17
Листопадового Чину;5;;female;0;0;0;0;1;1;0;2
Листопадового Чину;7;;female;1;1;0;1;3;1;0;7
Литвиненка С.;10;;female;2;8;4;10;9;14;0;47
Литвиненка С.;11;;female;0;7;3;11;9;16;0;46
Литвиненка С.;12;;female;2;6;0;10;10;12;0;40
Литвиненка С.;13;;female;1;4;4;5;9;12;0;35
Литвиненка С.;14;;female;3;3;3;8;6;12;0;35
Литвиненка С.;15;;female;4;5;5;13;14;12;0;53
Литвиненка С.;16;;female;0;2;1;4;4;8;0;19
Литвиненка С.;17;;female;5;5;0;7;9;13;0;39
Литвиненка С.;19;;female;1;2;4;7;18;10;0;42
Литвиненка С.;4;;female;4;7;4;10;12;14;0;51
Литвиненка С.;5;;female;0;0;0;1;1;0;0;2
Литвиненка С.;6;;female;2;10;5;10;13;17;0;57
Литвиненка С.;7;;female;0;1;0;0;1;2;0;4
Литвиненка С.;7а;;female;0;0;0;0;1;0;0;1
Литвиненка С.;8;;female;1;5;2;11;12;13;0;44
Литвиненка С.;9;;female;2;4;0;12;6;16;0;40
Литовська;1;;female;0;0;0;0;0;2;0;2
Литовська;10;;female;1;7;4;12;15;22;0;61
Литовська;11;;female;0;0;0;0;2;0;0;2
Литовська;12;;female;0;0;3;9;11;8;0;31
Литовська;13;;female;0;0;0;0;0;0;0;0
Литовська;13а;;female;0;1;0;7;4;5;0;17
Литовська;14;;female;1;1;2;0;3;1;0;8
Литовська;16;;female;0;0;0;0;1;0;0;1
Литовська;16а;;female;0;0;0;0;0;1;0;1
Литовська;17;;female;0;0;0;1;1;0;0;2
Литовська;19;;female;0;2;0;1;1;2;0;6
Литовська;2;;female;0;0;0;0;0;1;0;1
Литовська;3;;female;0;0;0;0;1;1;0;2
Литовська;4;;female;0;0;0;0;1;1;0;2
Литовська;5;;female;0;0;0;0;0;3;0;3
Литовська;6;;female;0;0;0;0;0;0;0;0
Литовська;7;;female;0;0;0;1;2;1;0;4
Литовська;8;;female;0;0;0;0;0;0;0;0
Литовська;9;;female;0;3;0;1;1;0;0;5
Личаківська;1;;female;1;0;0;1;0;1;0;3
Личаківська;10;;female;1;4;1;8;8;5;0;27
Личаківська;100;;female;0;0;1;0;1;1;0;3
Личаківська;100а;;female;0;0;0;0;1;1;0;2
Личаківська;101;;female;1;2;0;3;2;4;0;12
Личаківська;102;;female;0;1;0;3;1;8;0;13
Личаківська;103;;female;1;1;1;6;3;3;0;15
Личаківська;104;;female;2;0;1;4;0;2;0;9
Личаківська;106;;female;1;3;0;0;0;4;0;8
Личаківська;107;;female;3;7;0;6;5;0;0;21
Личаківська;11;;female;1;0;0;1;1;4;0;7
Личаківська;111;;female;1;1;1;1;2;5;0;11
Личаківська;112;;female;1;6;3;13;14;23;0;60
Личаківська;113;;female;1;1;0;3;3;3;0;11
Личаківська;117;;female;2;4;1;6;9;5;0;27
Личаківська;119;;female;3;16;2;26;23;27;0;97
Личаківська;122;;female;0;1;0;1;3;4;0;9
Личаківська;127;;female;1;0;0;4;6;6;0;17
Личаківська;128а;;female;0;2;0;0;3;2;0;7
Личаківська;129;;female;0;0;0;0;1;0;0;1
Личаківська;129а;;female;0;0;1;1;0;1;0;3
Личаківська;134;;female;0;0;0;2;2;1;0;5
Личаківська;134а;;female;0;0;0;1;3;3;0;7
Личаківська;135;;female;1;0;0;2;2;2;0;7
Личаківська;137;;female;1;0;0;2;2;3;0;8
Личаківська;139;;female;0;1;1;10;11;13;0;36
Личаківська;14;;female;1;2;0;3;4;6;0;16
Личаківська;140;;female;0;0;0;1;1;0;0;2
Личаківська;141;;female;0;0;0;6;9;5;0;20
Личаківська;142;;female;0;0;0;1;0;1;0;2
Личаківська;143;;female;0;0;0;0;0;1;0;1
Личаківська;145;;female;0;0;0;0;0;0;0;0
Личаківська;146;;female;0;0;0;2;1;2;0;5
Личаківська;147;;female;0;0;0;1;3;3;0;7
Личаківська;147а;;female;0;1;0;1;2;0;0;4
Личаківська;149;;female;1;1;1;3;6;2;0;14
Личаківська;15;;female;0;5;1;8;12;10;0;36
Личаківська;150;;female;0;0;0;0;3;1;0;4
Личаківська;151;;female;0;1;0;0;2;6;0;9
Личаківська;152;;female;6;4;0;10;16;7;0;43
Личаківська;157;;female;0;2;0;0;3;1;0;6
Личаківська;159;;female;0;1;0;1;0;1;0;3
Личаківська;16;;female;1;0;0;2;3;4;0;10
Личаківська;161;;female;0;0;0;1;1;0;0;2
Личаківська;162;;female;0;0;0;0;0;1;0;1
Личаківська;162а;;female;0;0;0;0;0;1;0;1
Личаківська;164;;female;0;0;1;1;1;0;0;3
Личаківська;165;;female;1;1;1;3;3;6;0;15
Личаківська;166;;female;0;0;0;1;0;1;0;2
Личаківська;168;;female;0;0;0;0;0;1;0;1
Личаківська;171а;;female;0;0;0;1;3;2;0;6
Личаківська;172;;female;0;0;0;1;1;2;0;4
Личаківська;174;;female;0;0;0;1;4;1;0;6
Личаківська;175;;female;0;0;0;0;0;0;0;0
Личаківська;18;;female;0;2;1;1;2;8;0;14
Личаківська;180;;female;0;0;0;0;1;0;0;1
Личаківська;182;;female;0;0;0;0;0;1;0;1
Личаківська;183;;female;0;1;0;2;0;1;0;4
Личаківська;184;;female;1;0;1;1;1;0;0;4
Личаківська;184а;;female;0;0;2;0;1;0;0;3
Личаківська;184б;;female;0;0;0;0;1;0;0;1
Личаківська;185;;female;0;0;1;2;0;0;0;3
Личаківська;187;;female;0;2;0;1;1;1;0;5
Личаківська;188;;female;1;0;0;2;0;1;0;4
Личаківська;189;;female;0;0;0;1;0;1;0;2
Личаківська;19;;female;1;1;3;7;8;1;0;21
Личаківська;190;;female;0;1;0;3;0;1;0;5
Личаківська;190а;;female;0;0;0;0;2;0;0;2
Личаківська;192;;female;1;0;1;1;2;1;0;6
Личаківська;194;;female;0;0;0;0;1;0;0;1
Личаківська;195;;female;0;0;0;0;1;2;0;3
Личаківська;196;;female;0;1;0;0;1;1;0;3
Личаківська;197;;female;0;0;1;0;1;0;0;2
Личаківська;198;;female;0;0;0;0;0;1;0;1
Личаківська;199;;female;0;1;0;0;0;1;0;2
Личаківська;19а;;female;1;1;0;5;4;5;0;16
Личаківська;20;;female;0;1;1;2;7;6;0;17
Личаківська;200;;female;0;0;0;0;0;2;0;2
Личаківська;202;;female;0;1;1;1;1;4;0;8
Личаківська;204;;female;0;0;0;0;1;1;0;2
Личаківська;206;;female;0;0;0;0;0;1;0;1
Личаківська;206а;;female;0;0;0;0;0;0;0;0
Личаківська;207;;female;0;0;0;1;1;1;0;3
Личаківська;208;;female;0;0;0;0;1;0;0;1
Личаківська;208а;;female;0;2;0;1;2;2;0;7
Личаківська;21;;female;1;3;1;6;5;5;0;21
Личаківська;212;;female;0;0;1;1;1;0;0;3
Личаківська;212а;;female;0;0;0;1;0;1;0;2
Личаківська;212б;;female;0;0;0;0;1;1;0;2
Личаківська;213;;female;0;0;0;0;1;0;0;1
Личаківська;214;;female;0;0;0;0;0;1;0;1
Личаківська;215;;female;0;0;0;0;1;0;0;1
Личаківська;216;;female;0;2;0;1;1;2;0;6
Личаківська;217;;female;0;0;0;0;0;2;0;2
Личаківська;219а;;female;0;0;0;0;0;1;0;1
Личаківська;21а;;female;0;0;0;0;1;0;0;1
Личаківська;21б;;female;0;0;0;1;0;0;0;1
Личаківська;22;;female;2;4;1;11;10;17;0;45
Личаківська;221;;female;0;0;0;1;2;2;0;5
Личаківська;222;;female;0;0;0;0;0;1;0;1
Личаківська;222а;;female;0;0;0;0;0;1;0;1
Личаківська;223;;female;0;1;0;1;2;3;0;7
Личаківська;224;;female;2;1;0;1;1;2;0;7
Личаківська;228;;female;0;0;0;0;0;1;0;1
Личаківська;23;;female;1;4;0;2;5;6;0;18
Личаківська;237;;female;0;0;0;0;0;2;0;2
Личаківська;239;;female;0;0;0;0;2;0;0;2
Личаківська;24;;female;0;0;1;1;2;5;0;9
Личаківська;240/16;;female;0;0;0;1;1;0;0;2
Личаківська;241;;female;0;0;0;0;1;2;0;3
Личаківська;243;;female;0;0;0;0;0;0;0;0
Личаківська;245;;female;0;2;0;1;0;0;0;3
Личаківська;245а;;female;0;1;0;0;3;1;0;5
Личаківська;24а;;female;1;0;0;1;2;1;0;5
Личаківська;257;;female;0;0;0;0;0;0;0;0
Личаківська;257а;;female;1;0;0;1;1;0;0;3
Личаківська;259;;female;0;0;0;0;0;0;0;0
Личаківська;26;;female;9;13;2;42;35;6;0;107
Личаківська;261;;female;0;0;0;1;0;1;0;2
Личаківська;263;;female;0;0;0;0;0;0;0;0
Личаківська;265;;female;0;0;0;1;1;0;0;2
Личаківська;267;;female;0;0;1;0;0;2;0;3
Личаківська;269;;female;0;0;0;0;1;1;0;2
Личаківська;27;;female;0;0;0;1;2;2;0;5
Личаківська;271;;female;0;0;0;0;1;0;0;1
Личаківська;271а;;female;0;0;1;0;0;0;0;1
Личаківська;273;;female;0;1;0;3;1;2;0;7
Личаківська;275;;female;1;0;2;3;1;2;0;9
Личаківська;277;;female;0;0;0;0;1;0;0;1
Личаківська;279;;female;0;0;1;0;0;2;0;3
Личаківська;281;;female;0;0;0;0;1;2;0;3
Личаківська;29;;female;0;1;1;2;3;5;0;12
Личаківська;3;;female;3;0;0;6;3;5;0;17
Личаківська;31;;female;1;1;0;3;2;4;0;11
Личаківська;32;;female;1;2;1;4;5;6;0;19
Личаківська;33;;female;0;0;1;3;3;3;0;10
