lat,long,number_of_people
49.84015488,24.00691621,16
49.84072747,24.00674630,51
49.84026655,24.00682632,24
49.84086909,24.00697140,60
49.84040966,24.00671029,28
49.84118336,24.00653959,32
49.84050159,24.00663800,27
49.84140631,24.00648379,37
49.84063552,24.00653389,27
49.83956166,24.00737181,28
49.84154276,24.00645326,32
49.84102573,24.00632312,26
49.84167200,24.00642548,61
49.84120475,24.00628919,32
49.84182852,24.00638523,60
49.84135385,24.00624032,53
49.84201181,24.00671251,55
49.84159690,24.00618386,23
49.84214018,24.00630217,13
49.84170100,24.00615805,20
49.83905646,24.00807245,30
49.84237481,24.00624460,44
49.84195509,24.00609481,27
49.84207601,24.00606055,8
49.84222801,24.00602793,7
49.84241039,24.00597727,11
49.83920650,24.00795578,48
49.83935259,24.00783505,42
49.83579002,24.02956558,23
49.83569365,24.02935743,9
49.83532973,24.03034101,5
49.83556261,24.03017167,18
49.83544012,24.03011907,25
49.83566901,24.02995673,19
49.83553776,24.02992201,22
49.83577994,24.02973045,22
49.83564265,24.02956467,23
49.84895462,24.08112752,5
49.84843473,24.08074201,5
49.84824964,24.08048516,10
49.84784944,24.07923859,1
49.84835982,24.07996283,9
49.84764919,24.07897646,8
49.84856696,24.08023850,3
49.84850361,24.08178208,10
49.84837285,24.08199356,7
49.84849910,24.08169522,10
49.86715409,23.95784806,3
49.86839681,23.95844539,19
49.86805139,23.95779215,4
49.86886882,23.95844454,10
49.86931830,23.95855557,4
49.86836458,23.95788249,4
49.86861343,23.95815704,5
49.86901484,23.95819861,6
49.86722393,23.95800565,1
49.86940312,23.95819954,7
49.86740207,23.95787510,5
49.86756281,23.95814662,1
49.86725003,23.95748237,7
49.86796000,23.95821000,7
49.86766848,23.95800120,4
49.86821327,23.95829575,3
49.86791763,23.95789242,6
49.85893928,24.01500460,197
49.85823834,24.01527813,312
49.85786158,24.01487811,205
49.85966219,24.01488942,344
49.85658745,24.01750481,282
49.85641578,24.01517613,660
49.85644056,24.01635058,193
49.85732227,24.01632912,356
49.83790473,24.01597628,10
49.83698300,24.01775683,8
49.84624096,23.97665888,5
49.84609277,23.97652141,2
49.84646568,23.97661839,4
49.84620627,23.97651906,5
49.84663955,23.97650421,1
49.84636512,23.97646819,5
49.84681627,23.97644247,1
49.84696363,23.97640787,6
49.84663906,23.97630871,1
49.84721961,23.97632203,7
49.84689572,23.97628018,4
49.84744146,23.97624033,1
49.84718421,23.97617744,2
49.84773143,23.97612338,4
49.84820980,23.97593051,1
49.84773225,23.97596661,3
49.84549054,23.97668858,1
49.84841685,23.97583606,5
49.84865375,23.97573851,4
49.84807690,23.97583918,6
49.84881115,23.97567141,4
49.84850643,23.97564357,6
49.84860540,23.97541383,1
49.84915873,23.97553667,8
49.84874004,23.97553771,3
49.84940378,23.97553739,1
49.84905181,23.97541528,4
49.84948052,23.97550344,9
49.84927835,23.97532428,5
49.85032030,23.97560108,13
49.84949465,23.97522572,16
49.85026871,23.97521178,3
49.85052955,23.97477290,6
49.85053201,23.97554330,5
49.84584546,23.97660462,3
49.85051499,23.97512245,4
49.85069606,23.97537522,2
49.84595539,23.97658088,5
49.84600770,23.97669711,4
49.84600804,23.97656631,3
49.84582698,23.98053459,5
49.84693956,23.98023445,7
49.84689275,23.98001366,22
49.84722510,23.98019204,14
49.84710174,23.97988969,5
49.84734209,23.98004526,9
49.84727159,23.97978350,15
49.84753419,23.97992238,22
49.84746590,23.97966636,11
49.84770581,23.97976143,7
49.84771124,23.97952155,3
49.84792248,23.97963943,7
49.84790626,23.97942909,11
49.84811249,23.97952208,9
49.84804758,23.97932634,12
49.84835662,23.97939753,8
49.84831758,23.97917808,12
49.84856600,23.97927529,11
49.84849435,23.97907623,8
49.84872159,23.97918751,19
49.84871089,23.97895616,5
49.84610889,23.98038434,6
49.84894511,23.97905628,12
49.84888239,23.97885353,13
49.84916951,23.97896544,9
49.84908941,23.97873584,8
49.84938382,23.97880750,12
49.84928323,23.97862272,13
49.84979694,23.97855338,10
49.84956864,23.97837796,2
49.84630873,23.98036763,7
49.84654646,23.98046617,13
49.84651151,23.98024835,11
49.84674766,23.98035393,7
49.84666848,23.98015306,6
49.81927589,24.05561884,127
49.81906620,24.05601275,30
49.81879262,24.05618562,32
49.82010571,24.05566385,9
49.81995084,24.05576259,6
49.82833723,23.97942914,160
49.82843663,23.97977170,10
49.82800258,23.98031058,10
49.82828914,23.97995811,12
49.82784825,23.98049916,3
49.82915546,23.97838719,10
49.82779407,23.98054561,2
49.82799950,23.98000298,8
49.82772462,23.98070541,4
49.82784786,23.98010974,6
49.82753099,23.98088776,3
49.82738011,23.98113198,2
49.82751446,23.98053941,5
49.82698579,23.98159091,42
49.82902091,23.97892325,1
49.82734875,23.98042611,8
49.82726278,23.98059640,9
49.82710221,23.98106658,7
49.82900850,23.97846399,4
49.82879226,23.97887698,16
49.82870538,23.97939520,23
49.82861921,23.97909449,10
49.84794660,24.02469756,11
49.84795520,24.02767044,9
49.84782851,24.02479194,19
49.84781348,24.02504185,19
49.84791571,24.02515376,14
49.84782864,24.02698381,28
49.84814660,24.02520279,23
49.84791518,24.02736769,38
49.84790567,24.02543146,9
49.82530710,24.07672044,8
49.82708249,24.07640451,157
49.82519970,24.07702765,12
49.82510384,24.07731854,9
49.82622248,24.07477702,137
49.82500096,24.07771151,5
49.82594180,24.07565082,109
49.82490054,24.07801868,6
49.82668217,24.07485476,44
49.82669702,24.07377849,1
49.82593085,24.07484809,12
49.82480290,24.07825539,6
49.82655696,24.07525631,63
49.82474378,24.07850608,4
49.82640379,24.07573547,73
49.82429791,24.07877286,6
49.82630084,24.07606466,45
49.82452102,24.07912221,2
49.82605258,24.07644403,127
49.82439052,24.07950076,12
49.82648496,24.07676777,130
49.82425725,24.07991105,10
49.82548906,24.07733999,6
49.82410335,24.08038640,7
49.82605794,24.07731911,5
49.82398493,24.08077901,13
49.82644460,24.07778543,6
49.82369344,24.08142589,178
49.82579288,24.07719942,1
49.82296826,24.08382564,616
49.82591549,24.07751719,1207
49.82579081,24.07520758,17
49.82503394,24.07844036,3
49.82249428,24.08662976,3
49.82505659,24.07891638,6
49.82242046,24.08686810,3
49.82466455,24.07956213,30
49.82221824,24.08688369,1
49.82457957,24.07990740,3
49.82225930,24.08722910,5
49.82441113,24.08033797,17
49.82742440,24.07484062,180
49.82223502,24.08736789,2
49.82202024,24.08693831,12
49.82174282,24.08729612,3
49.82143831,24.08722262,7
49.82396299,24.08170689,8
49.82187863,24.08732800,8
49.82550928,24.07619074,7
49.82193269,24.08737151,7
49.82369321,24.08260456,5
49.82215969,24.08752352,1
49.82354544,24.08299479,12
49.82212932,24.08764268,3
49.82212555,24.08797822,5
49.82337615,24.08469665,287
49.82198479,24.08804180,10
49.82452975,24.08428252,345
49.82718594,24.07527741,165
49.82289110,24.08921349,123
49.82713336,24.07582700,34
49.79526719,24.07652337,4
49.79510692,24.07659082,9
49.79491707,24.07660187,6
49.79472891,24.07663866,8
49.79454975,24.07667274,14
49.79435984,24.07670828,18
49.79416190,24.07675249,6
49.79403501,24.07684888,3
49.79387101,24.07681073,1
49.79367046,24.07685768,19
49.79353242,24.07685865,10
49.79327431,24.07706605,15
49.79304114,24.07702863,4
49.79293696,24.07697436,6
49.79277250,24.07704066,9
49.79599108,24.07640045,7
49.79262234,24.07706561,9
49.79248070,24.07706998,3
49.79244955,24.07642875,4
49.79203162,24.07717052,10
49.79186721,24.07720955,5
49.79165257,24.07723800,8
49.79139968,24.07730358,7
49.79092349,24.07740655,10
49.79049592,24.07737989,5
49.79562197,24.07648880,5
49.78978034,24.07791483,14
49.78949543,24.07788377,13
49.78912526,24.07813729,11
49.79546114,24.07648744,6
49.83130085,24.00291618,16
49.83062791,24.00383322,31
49.83044962,24.00411286,31
49.83195784,24.00208367,17
49.82972951,24.00515360,4
49.82946074,24.00558711,9
49.83178642,24.00230046,14
49.83167669,24.00287275,14
49.83157843,24.00215485,111
49.83152500,24.00321006,10
49.83121731,24.00256371,102
49.83142202,24.00334457,2
49.86041209,24.03597634,5
49.86018452,24.03532695,1
49.86004136,24.03533072,4
49.85997988,24.03522525,1
49.85957617,24.03507300,4
49.86007193,24.03488991,7
49.85984590,24.03499055,7
49.85979031,24.03489542,7
49.85990238,24.03474367,7
49.85975886,24.03458656,5
49.85960681,24.03431648,16
49.85930027,24.03444895,1
49.85955214,24.03418062,3
49.86031141,24.03579721,2
49.86027020,24.03572459,6
49.86038968,24.03567462,2
49.86022604,24.03564605,12
49.86028437,24.03549314,3
49.86010774,24.03544458,8
49.83066796,24.03072180,21
49.83077617,24.03092362,18
49.83062817,24.03091856,18
49.83065434,24.03114570,20
49.83056221,24.03103645,8
49.83057167,24.03128701,17
49.83120500,24.02988329,18
49.83117287,24.03022827,19
49.83106222,24.03013792,13
49.83103266,24.03047832,20
49.83096655,24.03031145,8
49.83095287,24.03062057,17
49.83087191,24.03048577,22
49.83084951,24.03080018,22
49.84195866,24.02216282,47
49.84268412,24.02219547,10
49.84292130,24.02215528,17
49.84205242,24.02230580,20
49.84221089,24.02210961,73
49.84243999,24.02206362,64
49.84230196,24.02224811,42
49.84274865,24.02200736,39
49.84248050,24.02223090,50
49.83758799,24.00754647,19
49.83756266,24.00781533,23
49.83744245,24.00772365,18
49.83797668,24.00733344,22
49.83790634,24.00718019,20
49.83789681,24.00742442,31
49.83782079,24.00727192,29
49.83777204,24.00756872,40
49.83767139,24.00745291,20
49.83766443,24.00769876,27
49.85557047,24.06214876,14
49.85591238,24.06235635,38
49.85624689,24.06254702,39
49.85499014,24.06151172,19
49.85467552,24.06161607,17
49.85487166,24.06173431,10
49.85553750,24.06183257,44
49.85510254,24.06186717,25
49.85600361,24.06207100,324
49.85594461,24.04953043,2
49.85680053,24.04973474,6
49.85684133,24.04975990,7
49.85739317,24.04997846,10
49.85688464,24.04976901,8
49.85750603,24.04999966,1
49.85759795,24.05001760,1
49.85714752,24.04981213,12
49.85639522,24.04978067,12
49.85793171,24.05011260,8
49.85812026,24.05018972,3
49.85752458,24.04979533,2
49.85816074,24.05044792,15
49.85766360,24.04970666,6
49.85815635,24.04989767,8
49.85874340,24.05043876,5
49.85632555,24.04963948,15
49.85882037,24.05046837,2
49.85822245,24.04987494,10
49.85830603,24.05010644,5
49.85901418,24.05071819,1
49.85848644,24.05018137,4
49.85917323,24.05084871,3
49.85889276,24.05033998,2
49.85676076,24.05000267,3
49.85949856,24.05073828,1
49.85915922,24.05044092,4
49.85956258,24.05076195,5
49.85641043,24.04965862,7
49.85682045,24.04987612,4
49.85658890,24.04970308,12
49.85714844,24.04992673,3
49.82914203,24.01001835,9
49.82952830,24.00916028,25
49.82928525,24.00940173,9
49.82923847,24.00953004,3
49.82918953,24.00988278,8
49.85520527,24.04561895,20
49.85496661,24.04573988,23
49.83576590,24.05299998,7
49.83754108,24.05468607,26
49.83516822,24.05262585,254
49.83742779,24.05460835,28
49.83728916,24.05452231,19
49.83243408,24.04969882,802
49.83706622,24.05436359,58
49.83144035,24.04890349,19
49.83686072,24.05421798,42
49.83205263,24.04750047,34
49.83672573,24.05412341,33
49.83649481,24.05396068,20
49.83634010,24.05385057,36
49.83619434,24.05418115,9
49.83800652,24.05500797,17
49.83143448,24.04954909,55
49.83111392,24.04922414,9
49.83101503,24.04916011,14
49.83092094,24.04910114,8
49.83788807,24.05492854,34
49.83697095,24.05404277,15
49.83769634,24.05570811,39
49.83679079,24.05266561,608
49.83768893,24.05479141,20
49.87345345,23.95309857,3
49.87279686,23.95322036,3
49.87298752,23.95275652,3
49.87255328,23.95380778,3
49.87275923,23.95296509,6
49.86867183,24.04223902,734
49.87495737,24.04315515,229
49.87603574,24.03965520,250
49.87505814,24.04210349,223
49.87536713,24.04210682,197
49.87589873,24.04191231,332
49.87310444,24.04291140,157
49.87832987,24.03833211,187
49.87869757,24.03888866,173
49.87902807,24.03793636,277
49.87953774,24.03713446,179
49.86921327,24.04260216,31
49.87968958,24.03625171,162
49.87996235,24.03551966,313
49.88029178,24.03484736,408
49.88097036,24.03408632,373
49.87375230,24.04270535,160
49.88120400,24.03408807,97
49.86986343,24.04248711,262
49.87411012,24.04296849,159
49.87096555,24.04211111,540
49.87456168,24.04242753,167
49.82023742,24.00401928,5
49.82010016,24.00394511,3
49.82001103,24.00390889,2
49.82019987,24.00435292,6
49.81991156,24.00407500,14
49.82063114,24.00433944,1
49.82048512,24.00423192,2
49.82030400,24.00442284,7
49.83363460,24.08406991,13
49.83394020,24.08303484,7
49.83381224,24.08391447,5
49.83355766,24.08385828,4
49.83389619,24.08358784,6
49.83358783,24.08365469,4
49.83396366,24.08340235,2
49.83371997,24.08354667,4
49.83381840,24.08344787,5
49.85742258,24.05601658,14
49.85761006,24.05563699,5
49.85761630,24.05553847,8
49.85763872,24.05526400,9
49.85771844,24.05472141,5
49.85769531,24.05434776,9
49.85771286,24.05259153,19
49.85788403,24.05397954,7
49.85778235,24.05382404,4
49.85784897,24.05336686,4
49.85786180,24.05323350,2
49.85789266,24.05289729,12
49.85748219,24.05480624,7
49.85755033,24.05638709,6
49.85759612,24.05432507,3
49.85763051,24.05616652,11
49.85763214,24.05382167,2
49.85649150,24.05218900,23
49.85659121,24.05262274,3
49.85634349,24.05261250,9
49.85630808,24.05293042,1
49.85649439,24.05286431,4
49.85645677,24.05318169,5
49.85630784,24.05303405,3
49.85640697,24.05357518,1
49.85631751,24.05357392,2
49.85638890,24.05373988,6
49.85623534,24.05373847,6
49.85637727,24.05385376,3
49.85622840,24.05380916,2
49.85638948,24.05408240,4
49.85622972,24.05445104,6
49.85621647,24.05476919,5
49.85646181,24.05457325,11
49.85630101,24.05497186,10
49.85618731,24.05508016,5
49.85601098,24.05502401,9
49.85626286,24.05537206,5
49.85641651,24.05170473,1
49.85612880,24.05542645,1
49.85615083,24.05616100,3
49.85612123,24.05549476,3
49.85609869,24.05665038,8
49.85612088,24.05580800,6
49.85598662,24.05579635,4
49.85606948,24.05617352,6
49.85603338,24.05635247,2
49.85664579,24.05200408,1
49.85649478,24.05196120,2
49.85668873,24.05227730,13
49.84327081,23.97642840,2
49.84335593,23.97641308,3
49.84334674,23.97629296,6
49.84343202,23.97639657,1
49.84356542,23.97646877,3
49.84352654,23.97609957,7
49.84370489,23.97633216,6
49.84366954,23.97623394,3
49.84389071,23.97628730,4
49.84411522,23.97623384,6
49.84401947,23.97613977,7
49.84420371,23.97608949,1
49.84436863,23.97617333,3
49.84265128,23.97643929,2
49.84450766,23.97613824,5
49.84459239,23.97598499,1
49.84459819,23.97611471,3
49.84291728,23.97651426,4
49.84305451,23.97635287,2
49.84312378,23.97630712,2
49.81728881,24.02593260,4
49.81635125,24.02753225,5
49.81663377,24.02758326,2
49.81615815,24.02816144,6
49.81656846,24.02791581,4
49.81602783,24.02844611,9
49.81644021,24.02820986,4
49.81637478,24.02853833,8
49.81674017,24.02627184,5
49.81582663,24.02908560,6
49.81625156,24.02881486,9
49.81543283,24.03039507,12
49.81617892,24.02917309,3
49.81604939,24.02946408,8
49.81333716,24.03544591,404
49.81712304,24.02607132,7
49.81433330,24.03539146,6
49.81660177,24.02657124,4
49.81393498,24.03620606,4
49.81382509,24.03665464,74
49.81702159,24.02631559,3
49.81653986,24.02691509,3
49.81695407,24.02664250,2
49.81641163,24.02718666,7
49.81680278,24.02702715,7
49.82399862,23.96991347,113
49.82404558,23.97054946,4
49.82508776,23.96901897,190
49.82458585,23.96982152,282
49.82506850,23.96961458,10
49.83610989,24.00883395,9
49.83594441,24.00869745,39
49.83584495,24.00843357,5
49.83578767,24.00828267,8
49.83710254,24.01168330,34
49.83596963,24.00710487,24
49.83590420,24.00692493,10
49.83584312,24.00675781,7
49.83627408,24.00942470,25
49.83686169,24.01108811,57
49.83676331,24.01084422,46
49.84288571,24.02526126,18
49.84296701,24.02522808,12
49.84274271,24.02469482,19
49.84294607,24.02486797,4
49.84288506,24.02475257,7
49.81748587,24.03227809,173
49.81818375,24.03370826,4
49.81719226,24.03335672,18
49.81754256,24.03365983,16
49.81760792,24.03384074,2
49.81783372,24.03383408,2
49.81791151,24.03389470,1
49.81804513,24.03410395,8
49.81817603,24.03439455,5
49.81841492,24.03243807,192
49.81833292,24.03475850,1
49.81844211,24.03505000,27
49.81832232,24.03556888,9
49.81807825,24.03496397,9
49.81793133,24.03588680,7
49.81762260,24.03609569,6
49.81587794,24.03810853,4
49.81647288,24.03689849,1
49.81816443,24.03268717,171
49.81592222,24.03755956,1
49.81565402,24.03805682,3
49.81549043,24.03831619,3
49.81689487,24.03281150,44
49.81735476,24.03314314,38
49.87415961,24.05885915,272
49.87326945,24.05761135,11
49.87311427,24.05855800,1
49.87342059,24.05855570,124
49.83878465,24.06830631,1
49.83884715,24.06808635,1
49.84010115,24.06751671,7
49.83984226,24.06780501,6
49.83980070,24.06802032,2
49.83950323,24.06819942,7
49.83978022,24.06834880,7
49.83905439,24.06801538,13
49.83973428,24.06855721,3
49.83911573,24.06840931,3
49.83972044,24.06865704,4
49.83924480,24.06898525,1
49.83970561,24.06919594,1
49.83906796,24.06923566,3
49.83968541,24.06947311,4
49.83917488,24.06933946,3
49.83924141,24.06956945,1
49.83917370,24.06986933,6
49.83900834,24.07030804,4
49.83900637,24.07104820,12
49.83892790,24.07077349,10
49.78341366,24.01854062,77
49.78394030,24.01865488,12
49.78337898,24.01931096,64
49.78376094,24.01637192,33
49.78366534,24.01735571,83
49.78357507,24.01790670,69
49.86694092,24.02582851,5
49.86703606,24.02577182,5
49.86565453,24.02671152,2
49.86531335,24.02684333,3
49.86323301,24.00154708,27
49.86346346,24.00157858,22
49.86371312,24.00165074,14
49.86417833,24.00261616,6
49.86410126,24.00241930,11
49.85801242,24.00924648,9
49.85801762,24.00897764,4
49.85801172,24.00865809,4
49.85804261,24.00834860,6
49.85805229,24.00818962,8
49.85800522,24.01060304,11
49.85799738,24.00999232,11
49.85799554,24.00977344,9
49.85799627,24.00953068,4
49.84165587,24.05739874,1
49.84190928,24.05811223,1
49.84197088,24.05816631,2
49.84169582,24.05725293,3
49.84165747,24.05788470,4
49.84188429,24.05768861,4
49.84173074,24.05795009,9
49.84193970,24.05788678,9
49.84179551,24.05800830,5
49.84215864,24.05797823,11
49.85828670,24.02175087,5
49.85822367,24.02167766,4
49.85837855,24.02152443,1
49.85851929,24.02119726,37
49.82067642,23.99791735,5
49.81999756,23.99694681,6
49.81968051,23.99705932,19
49.81902978,23.99701417,5
49.81819419,23.99643997,28
49.81780750,23.99631966,9
49.81696756,23.99618620,6
49.82095008,23.99761670,3
49.81679527,23.99615659,9
49.81918843,23.99641637,4
49.81666193,23.99610467,5
49.81657169,23.99596511,7
49.81895867,23.99625027,7
49.81635593,23.99601068,12
49.81869063,23.99616134,6
49.81618888,23.99595418,2
49.82055803,23.99763836,2
49.81848617,23.99609971,2
49.81603953,23.99590589,8
49.81588504,23.99586372,7
49.81775187,23.99603256,3
49.81572595,23.99581574,3
49.81760150,23.99585369,6
49.81554865,23.99576069,6
49.82088512,23.99756657,1
49.81730138,23.99581410,5
49.81502066,23.99568192,38
49.81476221,23.99567302,10
49.81464235,23.99548876,2
49.81448973,23.99543337,10
49.82036075,23.99752620,7
49.81432932,23.99539081,2
49.81416548,23.99533486,6
49.81400535,23.99528706,6
49.81384178,23.99523569,10
49.81368899,23.99518701,3
49.82068759,23.99713667,15
49.81353583,23.99514015,3
49.81396423,23.99484109,7
49.82025968,23.99716326,2
49.81310253,23.99454594,3
49.81998758,23.99722569,5
49.85976101,24.00873289,1
49.86004754,24.00638955,3
49.85978496,24.00733522,9
49.85977963,24.00695270,2
49.86006622,24.00600035,3
49.85979109,24.00673022,6
49.86007818,24.00580158,2
49.85981069,24.00651231,6
49.86009128,24.00556336,10
49.85981981,24.00633722,2
49.85995344,24.00775697,3
49.85983235,24.00610373,7
49.86012417,24.00510655,6
49.85967782,24.00599712,12
49.86014280,24.00488176,2
49.86015880,24.00463142,3
49.85987673,24.00539409,5
49.86017272,24.00442978,8
49.85985307,24.00507518,1
49.85962556,24.00859155,4
49.85999118,24.00739073,5
49.85964241,24.00831240,5
49.86000622,24.00696822,2
49.85977451,24.00804479,12
49.86001558,24.00665883,7
49.85977088,24.00777850,7
49.85481859,24.05240354,3
49.85473092,24.05237475,3
49.85543017,24.05260751,4
49.85521193,24.05253295,10
49.85495805,24.05248678,1
49.85062973,24.08202554,3
49.85065629,24.08254006,1
49.85088814,24.08230105,3
49.85112383,24.08251411,3
49.85028735,24.08248430,4
49.85051080,24.08246764,10
49.85246646,23.99046764,3
49.85351661,23.99028880,3
49.85360514,23.99023796,3
49.85414932,23.99005325,3
49.85215576,23.99098509,6
49.85279286,23.99021420,38
49.85257057,23.99075370,2
49.85311236,23.98996456,12
49.85286620,23.99080883,2
49.85299660,23.99007856,6
49.85336882,23.99040190,5
49.84161001,24.00843146,5
49.84158338,24.00831416,5
49.84155003,24.00821309,4
49.84148295,24.00796532,6
49.84145163,24.00784872,3
49.84181794,24.00920433,5
49.84142085,24.00773371,7
49.84130239,24.00732026,4
49.84118293,24.00689400,17
49.84174165,24.00891938,6
49.84135337,24.00837215,89
49.84171285,24.00879953,7
49.84167826,24.00868350,5
49.79803299,24.06798428,4
49.79710416,24.06857791,395
49.79642448,24.06892990,333
49.79578281,24.06761765,431
49.79762450,24.06738579,6
49.79592792,24.06732145,431
49.79677606,24.06783260,368
49.79775466,24.06609982,378
49.79745203,24.06702356,368
49.79766278,24.06572392,365
49.79743199,24.06761264,3
49.79779663,24.06712179,7
49.79722247,24.06779719,5
49.79786488,24.06748165,4
49.79753435,24.06785813,334
49.79790566,24.06778604,6
49.82881216,24.00695550,20
49.82804126,24.00743253,1
49.82796219,24.00853968,109
49.82778642,24.00763727,117
49.82874110,24.00657051,78
49.82849595,24.00733854,4
49.82854744,24.00676201,7
49.82826531,24.00764684,12
49.82820179,24.00822389,3
49.82794287,23.97465246,6
49.82750572,23.97545757,1
49.82726629,23.97664977,2
49.82702230,23.97771117,12
49.82669813,23.97864955,8
49.82643352,23.97965014,4
49.82635119,23.97970750,1
49.84521513,24.03043413,32
49.84539118,24.03048509,8
49.85051772,23.97200424,5
49.85061544,23.97194901,3
49.85082670,23.97184543,5
49.85100018,23.97173145,2
49.85114909,23.97171889,11
49.84301902,23.97463103,11
49.84323433,23.97458155,1
49.84333372,23.97455030,5
49.84242080,23.97478174,2
49.84361667,23.97449205,2
49.84379582,23.97444444,7
49.84404252,23.97438754,4
49.84420672,23.97434659,6
49.84416746,23.97413805,1
49.84439626,23.97445215,7
49.84442580,23.97429644,3
49.84249015,23.97476760,2
49.84565352,23.97376791,10
49.84525273,23.97411943,11
49.84580377,23.97374619,5
49.84549771,23.97403033,10
49.84600610,23.97369784,2
49.84587554,23.97392826,8
49.84600632,23.97382864,3
49.84634384,23.97358265,5
49.84608186,23.97387595,2
49.84652337,23.97351600,2
49.84621987,23.97379223,5
49.84669583,23.97347747,12
49.84635565,23.97373896,2
49.84693405,23.97340129,7
49.84727958,23.97327053,5
49.84652860,23.97368613,1
49.84747694,23.97313360,6
49.84259665,23.97474395,13
49.84662435,23.97365289,4
49.84778225,23.97301993,14
49.84681919,23.97363320,2
49.84809805,23.97296382,4
49.84732609,23.97346442,1
49.84748206,23.97331892,4
49.84768852,23.97324213,2
49.84785464,23.97318396,3
49.84791790,23.97315774,2
49.84276716,23.97468768,4
49.84820309,23.97306779,8
49.84861056,23.97310808,5
49.84870794,23.97282745,2
49.84900950,23.97270064,2
49.84930217,23.97264843,4
49.84294832,23.97444742,5
49.84983539,23.97259058,12
49.84993058,23.97230395,4
49.85012962,23.97221631,3
49.85031896,23.97212426,3
49.86865794,23.95761216,4
49.86850878,23.95748426,6
49.86829806,23.95744166,4
49.86801421,23.95739891,3
49.86756118,23.95714387,8
49.86936250,23.95783271,4
49.86751154,23.95682147,4
49.86919936,23.95778470,4
49.86902441,23.95765446,9
49.86885285,23.95760845,2
49.81517458,23.99373714,4
49.81553509,23.99404104,5
49.81532364,23.99399659,3
49.81591224,23.99332886,8
49.81480468,24.00007718,12
49.81489684,23.99739140,360
49.81475836,24.00044094,9
49.81476076,23.99843332,212
49.81458383,24.00181511,6
49.81545252,23.99318925,1
49.81456422,24.00217090,7
49.81330637,23.99985462,7
49.81454361,24.00237801,9
49.81457021,23.99936655,8
49.81452158,24.00299588,13
49.81375350,24.00017348,10
49.81449714,24.00343159,18
49.81433468,23.99982954,17
49.81421656,24.00016058,8
49.81451838,24.00050298,11
49.81448365,24.00073265,1
49.81540172,23.99336667,10
49.81434647,24.00230891,16
49.81432355,24.00270714,24
49.81430330,24.00310136,23
49.81428175,24.00350261,22
49.81426331,24.00385117,5
49.81535790,23.99369615,3
49.81557554,23.99379916,3
49.84680668,24.02761312,53
49.84697815,24.02776344,6
49.84704820,24.02793534,14
49.84721111,24.02835161,12
49.84753341,23.96790598,8
49.84768964,23.96871299,8
49.84825819,23.96752562,183
49.84795276,23.96907404,7
49.84835245,23.96812137,200
49.84096210,24.02007404,32
49.86095764,24.02529374,3
49.86114087,24.02536374,3
49.86116342,24.02587724,4
49.86062000,24.02491063,4
49.86087450,24.02504398,6
49.85989433,24.02483803,1
49.87638520,24.06184167,3
49.87689709,24.06104992,3
49.87590270,24.06119552,5
49.87671770,24.06058030,6
49.87572871,24.06058270,5
49.87699466,24.06053684,3
49.87550780,24.06032786,14
49.87526088,24.05981525,4
49.87701642,24.05991800,15
49.87672543,24.05964864,8
49.87728681,24.05927499,29
49.87700671,24.05866737,9
49.87707996,24.05822958,1
49.87643558,24.06192778,8
49.87712029,24.05801442,3
49.87650177,24.06102315,18
49.87541591,24.05947154,4
49.87666317,24.06200718,9
49.87618812,24.06212773,8
49.87653873,24.06179544,4
49.87629826,24.06160053,6
49.87681640,24.06136271,5
49.87606829,24.06141093,11
49.83807391,24.06156187,12
49.83844363,24.06045132,1
49.83826800,24.06142992,2
49.83837592,24.06151940,16
49.83897716,24.06082214,18
49.83849074,24.06164542,26
49.83857509,24.06068603,2
49.83849665,24.06095587,16
49.83750767,24.06087488,15
49.83880142,24.06183320,12
49.83848320,24.06142355,1
49.83891754,24.06216898,5
49.83896507,24.06156734,13
49.83910583,24.06188711,5
49.83937572,24.06108998,31
49.83910937,24.06045722,20
49.83780867,24.06089027,19
49.83968649,24.06148974,5
49.83946697,24.06061410,32
49.83955743,24.06021344,9
49.84033020,24.06016918,14
49.84042815,24.05948111,2
49.83766532,24.06098668,12
49.84063335,24.05985720,3
49.84055063,24.05932573,4
49.84058196,24.05962115,7
49.84055392,24.05914466,7
49.84071970,24.05948723,5
49.84064092,24.05894665,4
49.84076520,24.05939093,5
49.84068881,24.05874162,6
49.84089627,24.05897683,17
49.84073623,24.05859314,7
49.83801970,24.06074761,3
49.84094210,24.05883612,11
49.84078325,24.05844617,6
49.84113772,24.05918619,23
49.84080955,24.05814526,4
49.84102101,24.05859050,7
49.84106874,24.05844075,6
49.84122704,24.05794649,2
49.83777711,24.06106934,13
49.84127295,24.05780595,8
49.84132596,24.05764246,8
49.84142975,24.05641585,7
49.84164742,24.05698899,3
49.83811239,24.06093072,2
49.83795165,24.06119826,11
49.83834044,24.06081787,1
49.82471810,24.03619000,19
49.82453575,24.03646319,28
49.82440268,24.03660889,22
49.82383566,24.03673811,17
49.82361151,24.03613724,46
49.82340984,24.03664621,5
49.82331475,24.03641196,13
49.82296705,24.03719300,14
49.82280546,24.03729043,19
49.82139636,24.03617011,22
49.82077973,24.03357921,15
49.82071830,24.03354988,2
49.84207271,24.07358042,6
49.84187865,24.07475852,2
49.84204192,24.07364131,8
49.84192477,24.07505703,4
49.84182757,24.07403277,5
49.84208235,24.07529311,2
49.84171694,24.07468217,4
49.84217030,24.07551726,3
49.84171427,24.07485953,6
